ticker_symbol,co_name,unique_earnings_code,factset_sector_num,factset_ind_num,calendar_qtr,fiscal_qtr,adtv_prev_month,report_date,report_day_of week,qtr_end_date,year_earlier,6m_earlier,3m_earlier,pre_rpt_recent_eps_est,1m_ago_eps_est,3m_ago_eps_est,1y_rtn_qtr_end,6m_rtn_qtr_end,3m_rtn_qtr_end,qtr_end_eps_ntm,qtr_end_sh_px,pre_rpt_eps_ntm,pre_rpt_sh_px,3m_ago_eps_ntm,3m_ago_sh_px,lt_mome_F,3m_mome_F,1m_mome_F,mkt_12-1m_rtn,mkt_3m_rtn,mkt_1m_rtn,pre_rpt_si_days_F,1m_ago_si_days,3m_ago_si_days,pre_rpt_si_pct_F,1m_ago_si_pct,3m_ago_si_pct,pre_rpt_tgt_px,tgt_px_3m_ago,pre_rpt_an_rtg_F,an_rtg_3m_ago,pre_rpt_an_rtg_sd_F,sales_fy-1,sales_fy0,sales_fy1,qtr_end_eps_yld,eps_yld_F,3m_ago_eps_yld,mult_exp_F,rel_lt_mome_F,rel_3m_mome_F,rel_1m_mome_F,si_days_1m_delta_F,si_days_3m_delta_F,si_pct_1m_delta_F,si_pct_3m_delta_F,3m_delta_an_rtg_F,pre_rpt_rtn_to_tgt_F,3m_delta_tgt_px_F,1m_est_delta_F,3m_est_delta_F,proj_2yr_rev_gr_F,t-1,t+3,t-7,t-364,t-28,t-35,t-91
CPWR.1,Compuware Corporation,CPWR.1.2Q14,3300,3310,2Q14,2014/1F,17.5,07/30/2014,3,6/30/2014,6/30/2013,12/31/2013,3/31/2014,,0.05,0.06,-3.38,-10.88,-4.86,0.455,9.593241,0.464,9.161113,0.440,9.948545,-12.522041,-7.9150558,-3.927493,17.092085,5.255687,1.1320114,0.3,0.4,0.9,2.187459843,0.435944013,0.534823399,12.0,12.8,1.50,1.25,0.57735026,944.549,720.756,725.3597,0.047,0.051,0.044,-0.006,-29.614,-13.171,-5.060,-0.267831822,-0.669762088,4.017754061,3.090060094,0.25,30.99,6.25,0.000,0.000,-23.20570981,7/29/2014,8/4/2014,7/23/2014,7/31/2013,7/2/2014,6/25/2014,4/30/2014
CRK,"Comstock Resources, Inc.",CRK.2Q14,2100,2105,2Q14,2014/2F,36.7,08/05/2014,2,6/30/2014,6/30/2013,12/31/2013,3/31/2014,0.54,0.47,0.42,83.34,57.68,26.21,3.722,144.2,4.525,123.3,3.140,133.90001,66.12708,-7.916361,-15.519011,15.542185,5.2048326,-0.597018,6.7,6.7,4.5,14.25130257,14.19818717,16.47490855,144.3,132.5,1.64,1.62,0.44739625,441.7,420.29,609.1229,0.026,0.037,0.023,-0.013,50.585,-13.121,-14.922,0,0.48408205,0.003740999,-0.134969245,0.02,17.06,-8.20,15.381,30.635,37.904211,8/4/2014,8/8/2014,7/29/2014,8/6/2013,7/8/2014,7/1/2014,5/6/2014
CNW,Con-way Inc.,CNW.2Q14,4600,4605,2Q14,2014/2F,29.1,07/31/2014,4,6/30/2014,6/30/2013,12/31/2013,3/31/2014,0.75,0.71,0.71,29.39,26.95,22.71,2.488,50.41,2.557,50.11,2.335,44.26,10.766542,13.217354,0.68314075,16.199993,5.318427,1.3185978,3.8,4.0,4.9,4.701247806,4.37374971,5.06236454,50.7,47.3,1.65,1.61,0.46169025,5580.24,5473.35,5749.402,0.049,0.051,0.053,0.002,-5.433,7.899,-0.635,-0.052533496,-0.216035972,0.074878106,-0.071333609,0.04,1.21,-6.83,5.073,6.217,3.031446676,7/30/2014,8/5/2014,7/24/2014,8/1/2013,7/3/2014,6/26/2014,5/1/2014
CAG,"Conagra Brands, Inc.",CAG.2Q14,2400,2405,2Q14,2013/4F,84.2,06/26/2014,4,6/30/2014,6/30/2013,12/31/2013,3/31/2014,0.56,0.62,0.63,-15.03,-11.93,-4.35,2.267,23.095474,2.306,22.862028,2.347,23.694649,-8.190643,-3.513962,-6.995887,18.995453,5.806625,3.6771417,3.3,3.5,1.2,1.697202681,1.533568203,1.537835929,31.7,33.2,1.85,1.54,0.4274252,13262.6,15491.4,17684.75,0.098,0.101,0.099,-0.002,-27.186,-9.321,-10.673,-0.056903146,1.682502132,0.106701794,0.10363053,0.31,38.66,4.63,-8.933,-10.425,33.34300967,6/25/2014,7/1/2014,6/19/2014,6/27/2013,5/29/2014,5/22/2014,3/27/2014
CXO,Concho Resources Inc.,CXO.2Q14,2100,2105,2Q14,2014/2F,144.0,08/07/2014,4,6/30/2014,6/30/2013,12/31/2013,3/31/2014,0.97,0.96,1.09,72.60,33.80,17.96,5.047,144.5,5.245,140.8,4.975,133.61,51.006638,5.381334,-1.0749638,15.533304,2.7583241,-3.0928135,3.9,2.2,2.0,2.56666796,2.012969546,2.371136775,159.3,140.6,1.36,1.32,0.44839513,1819.81,2319.91,2898.5876,0.035,0.037,0.037,0.000,35.473,2.623,2.018,0.789481997,0.9178614,0.27506547,0.082463056,0.04,13.14,-11.76,0.659,-10.733,59.27968304,8/6/2014,8/12/2014,7/31/2014,8/8/2013,7/10/2014,7/3/2014,5/8/2014
CNQR,"Concur Technologies, Inc.",CNQR.2Q14,3300,3310,2Q14,2014/3F,71.3,08/05/2014,2,6/30/2014,6/30/2013,12/31/2013,3/31/2014,0.16,0.16,0.16,14.70,-9.54,-5.78,0.864,93.34,0.887,92.28,0.828,81.71,-10.390782,12.935996,-3.0264854,15.542185,5.2048326,-0.597018,15.1,15.1,4.8,15.25181249,16.16398302,12.46981878,105.0,105.2,1.69,1.72,0.76962346,439.826,543.042,689.743,0.009,0.010,0.010,0.001,-25.933,7.731,-2.429,0,2.176061375,-0.056432288,0.223098166,-0.03,13.78,0.20,0.165,0.195,56.82178862,8/4/2014,8/8/2014,7/29/2014,8/6/2013,7/8/2014,7/1/2014,5/6/2014
CNMD,CONMED Corporation,CNMD.2Q14,2300,2325,2Q14,2014/2F,11.0,07/23/2014,3,6/30/2014,6/30/2013,12/31/2013,3/31/2014,0.47,0.47,0.47,41.33,3.88,1.61,2.042,44.15,2.054,42.53,2.025,46.69,32.0474,-8.909834,-2.8107822,16.157282,5.29629,0.98309517,3.0,1.7,7.3,2.215766126,2.589531469,4.460505578,50.4,49.7,1.40,1.50,0.5477226,767.14,762.704,766.64,0.046,0.048,0.043,-0.005,15.890,-14.206,-3.794,0.768159847,-0.592641296,-0.144337054,-0.503247763,-0.10,18.39,-1.32,-0.532,-1.058,-0.065177151,7/22/2014,7/28/2014,7/16/2014,7/24/2013,6/25/2014,6/18/2014,4/23/2014
CONN,"Conn's, Inc.",CONN.2Q14,3500,3535,2Q14,2014/2F,44.1,09/02/2014,2,6/30/2014,6/30/2013,12/31/2013,3/31/2014,0.72,0.76,0.77,-4.58,-37.23,27.13,3.955,49.39,4.006,45.87,3.893,48.32,-40.34726,-5.0703645,14.446104,16.850876,3.9231896,1.6515732,15.8,10.6,11.2,43.16899988,35.19700782,31.46597176,60.9,61.0,1.38,1.38,0.51754916,865.032,1193.76,1514.5083,0.080,0.087,0.081,-0.007,-57.198,-8.994,12.795,0.481339625,0.411543922,0.226496301,0.37192648,0.00,32.67,0.23,-4.778,-6.016,75.08118775,9/1/2014,9/5/2014,8/26/2014,9/3/2013,8/5/2014,7/29/2014,6/3/2014
COP,ConocoPhillips,COP.2Q14,2100,2105,2Q14,2014/2F,430.7,07/31/2014,4,6/30/2014,6/30/2013,12/31/2013,3/31/2014,1.60,1.56,1.52,41.70,21.34,21.86,6.403,85.73,6.589,86.25,6.228,75.03,30.730831,14.954019,0.3373623,16.199993,5.318427,1.3185978,5.0,5.0,3.6,2.067533861,2.012298859,1.730680393,90.0,80.8,1.54,1.62,0.6380553,57420.4,49220.56,55297.855,0.075,0.076,0.083,0.007,14.531,9.636,-0.981,0.000382619,0.371741804,0.027448707,0.194636438,-0.08,4.33,-10.26,2.530,5.745,-3.69649985,7/30/2014,8/5/2014,7/24/2014,8/1/2013,7/3/2014,6/26/2014,5/1/2014
ED,"Consolidated Edison, Inc.",ED.2Q14,4700,4705,2Q14,2014/2F,124.7,08/08/2014,5,6/30/2014,6/30/2013,12/31/2013,3/31/2014,0.55,0.51,0.52,-0.98,4.45,7.62,3.818,57.74,3.839,56.09,3.798,56.2,-6.8490925,-0.19572973,0.16071796,16.017008,2.2827983,-3.366536,13.1,10.6,8.1,6.908315262,7.473353525,5.611891015,57.8,57.5,2.03,2.08,0.36267886,12376.5,12354,12476.767,0.066,0.068,0.068,-0.001,-22.866,-2.479,3.527,0.235452811,0.617045996,-0.075607057,0.231013796,-0.05,3.13,-0.60,6.763,5.622,0.810140185,8/7/2014,8/13/2014,8/1/2014,8/9/2013,7/11/2014,7/4/2014,5/9/2014
CTCT,"Constant Contact, Inc.",CTCT.2Q14,3200,3205,2Q14,2014/2F,14.3,07/25/2014,5,6/30/2014,6/30/2013,12/31/2013,3/31/2014,0.19,0.19,0.18,99.81,3.35,31.28,1.149,32.11,1.158,32.53,1.069,24.57,65.299675,32.397236,7.4661374,15.935934,5.9188604,0.5394101,6.0,5.4,5.9,7.083167248,6.390409837,4.522306157,35.6,36.1,1.39,1.42,0.48591265,252.154,285.383,330.37766,0.036,0.036,0.044,0.008,49.364,26.478,6.927,0.121659003,0.02216372,0.108405788,0.566273269,-0.03,9.35,1.49,-1.554,3.636,31.02217692,7/24/2014,7/30/2014,7/18/2014,7/26/2013,6/27/2014,6/20/2014,4/25/2014
STZ,"Constellation Brands, Inc. Class A",STZ.2Q14,2400,2425,2Q14,2014/1F,110.8,07/02/2014,3,6/30/2014,6/30/2013,12/31/2013,3/31/2014,0.91,0.92,0.91,69.09,25.22,3.72,4.278,88.13,4.267,88.55,4.004,84.9,66.44868,4.2991757,6.4942837,19.181597,3.333044,2.7063608,2.2,2.0,2.0,1.474141753,1.436245229,1.594325925,90.8,86.3,1.54,1.54,0.6910601,2796,4867.7,5939.7974,0.049,0.048,0.047,-0.001,47.267,0.966,3.788,0.109821591,0.122947136,0.026385831,-0.075382436,0.00,2.58,-4.95,-1.448,-0.332,112.4391059,7/1/2014,7/7/2014,6/25/2014,7/3/2013,6/4/2014,5/28/2014,4/2/2014
CSTM,Constellium NV Class A,CSTM.2Q14,3200,3205,2Q14,2014/2F,24.2,08/28/2014,4,6/30/2014,6/30/2013,12/31/2013,3/31/2014,0.58,0.58,0.61,98.51,37.77,9.23,2.272,32.06,2.233,28.31,2.242,29.19,62.53505,-3.0147374,-10.778445,17.302692,3.6745071,0.2724409,0.5,0.5,0.6,0.354320457,0.389293177,0.441480611,34.4,32.2,1.10,1.18,0.31622776,4759.443,4815.935,4793.569,0.071,0.079,0.077,-0.002,45.232,-6.689,-11.051,0.053151985,-0.11783903,-0.089836457,-0.197426911,-0.08,21.56,-6.53,0.800,-4.578,0.717016676,8/27/2014,9/2/2014,8/21/2014,8/29/2013,7/31/2014,7/24/2014,5/29/2014
CLR,"Continental Resources, Inc.",CLR.2Q14,2100,2105,2Q14,2014/2F,133.1,08/06/2014,3,6/30/2014,6/30/2013,12/31/2013,3/31/2014,0.85,0.85,0.85,83.64,40.46,27.17,3.860,79.02,3.993,75.1,3.761,68.45,61.967896,9.715128,-2.8837502,16.529274,4.665315,-0.55469275,11.1,11.1,6.1,18.47045264,18.05256902,15.43080298,80.3,70.4,1.44,1.44,0.47596055,2572.52,3455.15,4570.0596,0.049,0.053,0.055,0.002,45.439,5.050,-2.329,0,0.804591916,0.023148153,0.196985839,0.00,6.92,-12.37,0.755,0.282,77.64913781,8/5/2014,8/11/2014,7/30/2014,8/7/2013,7/9/2014,7/2/2014,5/7/2014
CVG,Convergys Corporation,CVG.2Q14,3300,3305,2Q14,2014/2F,12.4,08/12/2014,2,6/30/2014,6/30/2013,12/31/2013,3/31/2014,0.33,0.32,0.31,23.01,1.85,-2.15,1.580,21.44,1.603,19.06,1.509,22.6,7.227671,-15.663719,-10.179079,16.109253,1.0582447,-2.3956954,16.5,9.4,14.7,6.550261435,6.575922535,6.283019073,25.5,24.7,1.50,1.50,0.5,2005,2046.1,2905.9,0.074,0.084,0.067,-0.017,-8.882,-16.722,-7.783,0.748984388,0.123426795,-0.003902281,0.042534068,0.00,33.79,-3.27,1.339,4.781,44.93266833,8/11/2014,8/15/2014,8/5/2014,8/13/2013,7/15/2014,7/8/2014,5/13/2014
CNVR,Conversant Inc,CNVR.2Q14,3200,3210,2Q14,2014/2F,19.4,08/07/2014,4,6/30/2014,6/30/2013,12/31/2013,3/31/2014,0.35,0.36,0.36,2.79,8.69,-9.77,1.850,25.4,1.866,23.37,1.821,23.92,14.907718,-2.2993267,-8.064514,15.533304,2.7583241,-3.0928135,31.9,23.7,17.3,27.84662763,22.50547915,18.69294298,25.2,25.2,1.86,1.87,0.66299355,660.878,573.121,619.909,0.073,0.080,0.076,-0.004,-0.626,-5.058,-4.972,0.347491208,0.849791629,0.237326584,0.489686651,-0.01,7.75,0.00,-1.820,-1.820,-6.199177458,8/6/2014,8/12/2014,7/31/2014,8/8/2013,7/10/2014,7/3/2014,5/8/2014
COO,"Cooper Companies, Inc.",COO.2Q14,2300,2325,2Q14,2014/3F,55.7,09/05/2014,5,6/30/2014,6/30/2013,12/31/2013,3/31/2014,1.90,1.90,1.90,13.84,9.44,-1.33,7.490,135.53,7.670,163.03,7.405,133.36,20.982277,22.248055,1.9574761,16.415442,2.6098013,4.166186,6.7,4.3,6.8,5.318806194,7.036738086,6.160876964,163.6,146.6,1.38,1.42,0.4330127,1445.13,1587.72,1713.802,0.055,0.047,0.056,0.008,4.567,19.638,-2.209,0.549973166,-0.021632204,-0.244137535,-0.136680342,-0.04,0.36,-10.39,-0.239,-0.239,18.5915454,9/4/2014,9/10/2014,8/29/2014,9/6/2013,8/8/2014,8/1/2014,6/6/2014
CTB,Cooper Tire & Rubber Company,CTB.2Q14,1400,1410,2Q14,2014/2F,21.6,08/07/2014,4,6/30/2014,6/30/2013,12/31/2013,3/31/2014,0.76,0.79,0.79,-9.56,24.79,23.46,2.637,30,2.659,28.89,2.635,27.21,-12.689459,6.1742067,-2.760011,15.533304,2.7583241,-3.0928135,3.4,7.1,9.0,4.442429178,7.641148809,11.51093379,34.6,,1.88,2.17,0.6291529,4200.83,3439.23,3441,0.088,0.092,0.097,0.005,-28.223,3.416,0.333,-0.522558019,-0.62358049,-0.418617633,-0.61406874,-0.29,19.85,,-2.966,-2.966,-18.08761602,8/6/2014,8/12/2014,7/31/2014,8/8/2013,7/10/2014,7/3/2014,5/8/2014
CPA,"Copa Holdings, S.A. Class A",CPA.2Q14,4600,4610,2Q14,2014/2F,48.6,08/07/2014,4,6/30/2014,6/30/2013,12/31/2013,3/31/2014,2.27,2.14,2.12,8.73,-10.95,-1.80,11.902,142.57,12.047,151.87,11.908,138.4,2.4680853,9.732664,4.5936584,15.533304,2.7583241,-3.0928135,1.5,1.1,0.5,,,,166.3,165.1,1.36,1.36,0.58925563,2249.38,2608.33,2863.97,0.083,0.079,0.086,0.007,-13.065,6.974,7.686,0.347344044,1.911229009,,,0.00,9.50,-0.71,5.726,7.031,27.32264002,8/6/2014,8/12/2014,7/31/2014,8/8/2013,7/10/2014,7/3/2014,5/8/2014
CPRT,"Copart, Inc.",CPRT.2Q14,3200,3205,2Q14,2014/4F,16.7,09/24/2014,3,6/30/2014,6/30/2013,12/31/2013,3/31/2014,0.21,0.21,0.20,16.75,-1.88,-1.18,0.897,17.98,0.900,17.125,0.895,17.615,10.367023,-2.781719,-0.029182434,17.667221,1.827383,0.6467581,1.4,2.0,2.1,0.591476528,0.618811009,0.834813321,20.0,19.4,1.00,1.60,0,924.191,1046.38,1163.44,0.050,0.053,0.051,-0.002,-7.300,-4.609,-0.676,-0.271774908,-0.333693536,-0.044172585,-0.291486476,-0.60,16.79,-2.81,-1.176,2.997,25.88739773,9/23/2014,9/29/2014,9/17/2014,9/25/2013,8/27/2014,8/20/2014,6/25/2014
CLB,Core Laboratories NV,CLB.2Q14,3100,3110,2Q14,2014/2F,88.6,07/24/2014,4,6/30/2014,6/30/2013,12/31/2013,3/31/2014,1.34,1.36,1.51,10.15,-12.51,-15.81,6.285,167.06,6.236,164.37,6.459,193.99,7.5143337,-15.268832,1.5569925,15.672577,3.9031625,-0.3280878,1.9,3.1,3.8,2.154825694,3.241945991,3.467189936,177.2,200.3,1.59,1.81,0.47550282,981.08,1073.5,1104.444,0.038,0.038,0.033,-0.005,-8.158,-19.172,1.885,-0.389448397,-0.498209203,-0.335329552,-0.378509475,-0.22,7.82,13.01,-0.889,-10.890,12.57430587,7/23/2014,7/29/2014,7/17/2014,7/25/2013,6/26/2014,6/19/2014,4/24/2014
CXW,"CoreCivic, Inc.",CXW.2Q14,4800,4890,2Q14,2014/2F,19.1,08/07/2014,4,6/30/2014,6/30/2013,12/31/2013,3/31/2014,0.46,0.46,0.46,-3.01,2.43,4.89,1.923,32.85,1.928,32.22,1.911,33.18,-1.6759753,-2.8933048,-2.5408328,15.533304,2.7583241,-3.0928135,20.8,12.1,12.8,7.141295079,7.016725935,6.051720437,39.6,39.6,1.20,1.20,0.4472136,1759.88,1694.29,1643.01,0.059,0.060,0.058,-0.002,-17.209,-5.652,0.552,0.709369786,0.626166093,0.017753172,0.180043783,0.00,22.91,0.00,-0.807,-0.807,-6.64079369,8/6/2014,8/12/2014,7/31/2014,8/8/2013,7/10/2014,7/3/2014,5/8/2014
CLGX,"CoreLogic, Inc.",CLGX.2Q14,3300,3305,2Q14,2014/2F,21.4,07/24/2014,4,6/30/2014,6/30/2013,12/31/2013,3/31/2014,0.36,0.37,0.39,31.03,-14.55,1.07,1.707,30.36,1.719,29.2,1.635,28.46,9.362471,2.6001453,-3.502971,15.672577,3.9031625,-0.3280878,3.4,3.2,1.9,2.218698831,1.773250243,1.591979015,36.4,37.2,1.13,1.13,0.35355338,1567.63,1330.63,1366.0734,0.056,0.059,0.057,-0.001,-6.310,-1.303,-3.175,0.062637976,0.814734338,0.251204583,0.393673415,0.00,24.66,2.20,-4.424,-8.500,-12.85740895,7/23/2014,7/29/2014,7/17/2014,7/25/2013,6/26/2014,6/19/2014,4/24/2014
CSOD,"Cornerstone Ondemand, Inc.",CSOD.2Q14,3300,3310,2Q14,2014/2F,52.7,08/07/2014,4,6/30/2014,6/30/2013,12/31/2013,3/31/2014,-0.08,-0.08,-0.08,6.28,-13.68,-3.86,-0.137,46.02,-0.119,41.84,-0.163,35.46,-21.949364,17.992104,-8.406305,15.533304,2.7583241,-3.0928135,6.8,3.9,2.6,9.687548048,8.85688516,7.305004722,54.4,54.8,1.07,1.07,0.2581989,119.354,185.298,269.2739,-0.003,-0.003,-0.005,-0.002,-37.483,15.234,-5.313,0.721095423,1.615963282,0.093787248,0.326152195,0.00,30.09,0.77,0.823,0.110,125.6094475,8/6/2014,8/12/2014,7/31/2014,8/8/2013,7/10/2014,7/3/2014,5/8/2014
GLW,Corning Inc,GLW.2Q14,1300,1310,2Q14,2014/2F,202.0,07/29/2014,2,6/30/2014,6/30/2013,12/31/2013,3/31/2014,0.37,0.37,0.37,54.25,23.18,5.43,1.596,21.95,1.606,22.17,1.551,20.86,45.358788,6.2799573,1.6972542,17.139482,5.4542184,1.5003324,3.3,3.2,4.2,1.83964781,1.954893868,2.88713827,22.0,21.5,1.71,1.71,0.48916838,8012,7819,10248.667,0.073,0.072,0.074,0.002,28.219,0.826,0.197,0.049345523,-0.217199251,-0.058952591,-0.36281271,0.00,-0.78,-2.18,0.441,0.392,27.91646281,7/28/2014,8/1/2014,7/22/2014,7/30/2013,7/1/2014,6/24/2014,4/29/2014
OFC,Corporate Office Properties Trust,OFC.2Q14,4800,4890,2Q14,2014/2F,15.8,07/25/2014,5,6/30/2014,6/30/2013,12/31/2013,3/31/2014,,0.16,0.10,9.06,17.39,4.39,0.745,27.81,0.744,28.71,0.749,26.35,5.1387906,8.956348,-0.51975846,15.935934,5.9188604,0.5394101,4.4,8.7,5.6,3.745469964,3.501816097,3.562141919,28.0,27.3,1.77,1.77,0.438529,528.007,523.36,541.48,0.027,0.026,0.028,0.002,-10.797,3.037,-1.059,-0.492947233,-0.212675315,0.069579287,0.051465677,0.00,-2.47,-2.50,0.000,0.000,2.551670716,7/24/2014,7/30/2014,7/18/2014,7/26/2013,6/27/2014,6/20/2014,4/25/2014
CSGP,"CoStar Group, Inc.",CSGP.2Q14,3300,3320,2Q14,2014/2F,61.0,07/24/2014,4,6/30/2014,6/30/2013,12/31/2013,3/31/2014,0.70,0.70,0.71,22.55,-14.31,-15.30,3.331,158.17,3.325,139.16,3.393,163.15,0.7387519,-14.704257,-12.910688,15.672577,3.9031625,-0.3280878,2.5,6.5,2.9,3.000561786,5.026539031,2.728893391,215.3,226.8,1.00,1.14,0,349.936,440.943,567.5599,0.021,0.024,0.021,-0.003,-14.934,-18.607,-12.583,-0.612244815,-0.128664717,-0.403056105,0.099552586,-0.14,54.74,5.30,-1.068,-1.915,62.18962896,7/23/2014,7/29/2014,7/17/2014,7/25/2013,6/26/2014,6/19/2014,4/24/2014
COST,Costco Wholesale Corporation,COST.2Q14,3500,3540,2Q14,2014/3F,230.0,05/29/2014,4,6/30/2014,6/30/2013,12/31/2013,3/31/2014,1.08,1.09,1.14,4.15,-3.24,3.12,5.047,115.16,5.040,114.73,5.125,116.22,3.2892346,-1.2820482,-0.26080012,13.953627,1.6146541,0.5478978,2.2,1.8,1.5,1.032700018,0.974205093,0.85822062,120.2,122.5,1.52,1.54,0.5629845,99137,105156,111685.266,0.044,0.044,0.044,0.000,-10.664,-2.897,-0.809,0.224418738,0.3944617,0.060043748,0.203303665,-0.02,4.73,1.94,-0.810,-4.871,12.65750023,5/28/2014,6/3/2014,5/22/2014,5/30/2013,5/1/2014,4/24/2014,2/27/2014
COTY,Coty Inc. Class A,COTY.2Q14,2400,2435,2Q14,2014/4F,14.0,08/28/2014,4,6/30/2014,6/30/2013,12/31/2013,3/31/2014,0.05,0.05,0.05,-0.29,12.33,14.35,0.870,17.13,0.888,18.09,0.845,16.51,6.870711,9.569955,5.727637,17.302692,3.6745071,0.2724409,18.3,9.2,12.8,9.073252433,9.470992093,11.4872088,17.6,16.4,1.61,1.65,0.5608569,,4649.1,4571.906,0.051,0.049,0.051,0.002,-10.432,5.895,5.455,0.984105451,0.421897335,-0.041995565,-0.210142987,-0.05,-2.99,-6.30,1.903,3.412,,8/27/2014,9/2/2014,8/21/2014,8/29/2013,7/31/2014,7/24/2014,5/29/2014
CUZ,Cousins Properties Incorporated,CUZ.2Q14,4800,4890,2Q14,2014/2F,11.5,07/30/2014,3,6/30/2014,6/30/2013,12/31/2013,3/31/2014,,,,23.27,20.87,8.54,,8.787594,,8.9781685,,8.208813,21.658527,9.372318,3.1630158,17.092085,5.255687,1.1320114,2.1,3.9,5.1,2.781777336,2.542053338,2.379423882,12.6,11.9,1.58,1.75,0.801041,125.609,194.42,312.87225,,,,,4.566,4.117,2.031,-0.466095339,-0.599353023,0.094303292,0.169097006,-0.17,40.34,-5.75,0.000,0.000,149.0842615,7/29/2014,8/4/2014,7/23/2014,7/31/2013,7/2/2014,6/25/2014,4/30/2014
CVD,Covance Inc.,CVD.2Q14,3200,3205,2Q14,2014/2F,51.2,07/30/2014,3,6/30/2014,6/30/2013,12/31/2013,3/31/2014,0.93,0.93,0.94,12.40,-2.82,-17.63,4.125,85.58,4.164,86.59,4.065,88.28,4.2909145,-1.9143641,0.23150444,17.092085,5.255687,1.1320114,4.8,4.3,4.0,3.095016158,2.941710961,4.755511931,95.4,104.9,1.50,1.60,0.57008773,2171.86,2402.31,2587.3909,0.048,0.048,0.046,-0.002,-12.801,-7.170,-0.901,0.116972255,0.20390465,0.052114296,-0.349172875,-0.10,10.19,9.98,0.317,-0.338,19.13249012,7/29/2014,8/4/2014,7/23/2014,7/31/2013,7/2/2014,6/25/2014,4/30/2014
CVA,Covanta Holding Corporation,CVA.2Q14,3100,3120,2Q14,2014/2F,38.1,07/23/2014,3,6/30/2014,6/30/2013,12/31/2013,3/31/2014,0.02,0.02,0.03,2.95,16.11,14.18,0.518,20.61,0.522,20.5,0.456,18.35,-3.33969,11.716616,1.1845946,16.157282,5.29629,0.98309517,8.9,5.1,4.1,11.85034729,11.55801088,8.834092879,22.7,20.4,1.38,1.59,0.48265365,1644,1630,1628.1362,0.025,0.025,0.025,-0.001,-19.497,6.420,0.201,0.759260001,1.157746378,0.025292969,0.341433405,-0.22,10.86,-10.46,31.482,-2.293,-0.964951338,7/22/2014,7/28/2014,7/16/2014,7/24/2013,6/25/2014,6/18/2014,4/23/2014
COV,Covidien Plc,COV.2Q14,2300,2325,2Q14,2014/3F,313.1,07/25/2014,5,6/30/2014,6/30/2013,12/31/2013,3/31/2014,1.00,1.01,1.01,57.76,32.42,22.43,4.333,90.18,4.353,88.530014,4.260,69.38,48.34316,27.601635,-1.7533958,15.935934,5.9188604,0.5394101,0.2,3.8,2.9,0.596883564,1.326328991,1.169902925,89.4,78.9,1.67,1.11,0.45643547,11852,10235,10621.557,0.048,0.049,0.061,0.012,32.407,21.683,-2.293,-0.947765857,-0.931190138,-0.549973221,-0.489800777,0.55,1.00,-11.76,-0.117,-0.517,-10.38173304,7/24/2014,7/30/2014,7/18/2014,7/26/2013,6/27/2014,6/20/2014,4/25/2014
CBRL,"Cracker Barrel Old Country Store, Inc.",CBRL.2Q14,3400,3435,2Q14,2014/4F,18.1,09/17/2014,3,6/30/2014,6/30/2013,12/31/2013,3/31/2014,1.56,1.60,1.59,5.19,-9.54,2.40,6.122,99.57,6.184,102.08,6.103,99.64,-5.175215,2.448821,3.0382633,14.787149,1.7490387,2.4995446,11.2,10.0,5.9,6.079272023,6.351358778,5.688326589,110.0,108.3,1.93,1.95,0.18898223,2580.19,2644.63,2678.632,0.061,0.061,0.061,0.001,-19.962,0.700,0.539,0.119085674,0.901889712,-0.042839141,0.06872767,-0.02,7.76,-1.52,-2.505,-2.250,3.815300424,9/16/2014,9/22/2014,9/10/2014,9/18/2013,8/20/2014,8/13/2014,6/18/2014
CR,Crane Co.,CR.2Q14,1200,1250,2Q14,2014/2F,22.8,07/29/2014,2,6/30/2014,6/30/2013,12/31/2013,3/31/2014,,1.16,1.16,24.10,10.57,4.51,4.954,74.36,4.986,73.02,4.877,71.98,22.914959,1.4448404,-1.1640489,17.139482,5.4542184,1.5003324,1.5,3.7,1.8,1.411954005,1.750671498,1.100115329,80.3,80.3,1.00,1.08,0,2579.06,2595.28,3042,0.067,0.068,0.068,-0.001,5.775,-4.009,-2.664,-0.592276554,-0.127931895,-0.193478613,0.283459986,-0.08,9.90,0.00,0.000,0.000,17.94995076,7/28/2014,8/1/2014,7/22/2014,7/30/2013,7/1/2014,6/24/2014,4/29/2014
CRAY,Cray Inc.,CRAY.2Q14,1300,1340,2Q14,2014/2F,12.8,07/30/2014,3,6/30/2014,6/30/2013,12/31/2013,3/31/2014,-0.27,-0.30,-0.30,35.44,-3.13,-28.72,0.899,26.6,0.902,28.87,0.860,28.71,28.528273,0.5573034,12.905752,17.092085,5.255687,1.1320114,14.1,12.8,7.3,15.90619016,14.05328092,9.515701416,38.2,40.6,1.25,1.20,0.5,421.058,525.749,599.305,0.034,0.031,0.030,-0.001,11.436,-4.698,11.774,0.10607667,0.940689738,0.131848872,0.671573063,0.05,32.20,6.44,-10.000,-10.000,42.33312275,7/29/2014,8/4/2014,7/23/2014,7/31/2013,7/2/2014,6/25/2014,4/30/2014
