ticker_symbol,co_name,unique_earnings_code,factset_sector_num,factset_ind_num,calendar_qtr,fiscal_qtr,adtv_prev_month,report_date,report_day_of week,qtr_end_date,pre_rpt_recent_eps_est,1m_ago_eps_est,3m_ago_eps_est,qtr_end_eps_ntm,qtr_end_sh_px,pre_rpt_eps_ntm,pre_rpt_sh_px,3m_ago_eps_ntm,3m_ago_sh_px,lt_mome_F,3m_mome_F,1m_mome_F,mkt_12-1m_rtn,mkt_3m_rtn,mkt_1m_rtn,pre_rpt_si_days_F,1m_ago_si_days,3m_ago_si_days,pre_rpt_si_pct_F,1m_ago_si_pct,3m_ago_si_pct,pre_rpt_tgt_px,tgt_px_3m_ago,pre_rpt_an_rtg_F,an_rtg_3m_ago,pre_rpt_an_rtg_sd_F,sales_fy-1,sales_fy0,sales_fy1,qtr_end_eps_yld,eps_yld_F,3m_ago_eps_yld,mult_exp_F,rel_lt_mome_F,rel_3m_mome_F,rel_1m_mome_F,si_days_1m_delta_F,si_days_3m_delta_F,si_pct_1m_delta_F,si_pct_3m_delta_F,3m_delta_an_rtg_F,pre_rpt_rtn_to_tgt_F,3m_delta_tgt_px_F,1m_est_delta_F,3m_est_delta_F,proj_2yr_rev_gr_F,t-1,t+3,t-7,t-364,t-28,t-35,t-91
GGG,Graco Inc.,GGG.3Q15,1200,1210,3Q15,2015/3F,23.8,10/22/2015,4,9/30/2015,0.28,0.28,0.28,1.391,22.343334,1.361,23.130001,1.476,23.333334,-14.094657,-0.87142587,-1.3365567,-0.64062476,-3.7244916,1.5040159,10.7,8.9,7.7,8.151400765,6.254951637,3.867659141,25.2,25.7,1.82,1.73,0.5409089,1104.02,1221.1,1277.075,0.062,0.059,0.063,0.004,-13.454,2.853,-2.841,0.206953634,0.381193213,0.303191653,1.107579926,0.09,9.05,1.93,-1.278,-0.968,15.67498777,10/21/2015,10/27/2015,10/15/2015,10/23/2014,9/24/2015,9/17/2015,7/23/2015
RGC,Regal Entertainment Group Class A,RGC.3Q15,3400,3430,3Q15,2015/3F,22.6,10/28/2015,3,9/30/2015,0.12,0.18,0.28,1.156,18.69,1.106,18.71,1.213,19.27,-13.63216,-2.906078,3.6565065,-3.0101478,-4.3025312,3.8896918,12.3,16.7,17.0,13.30009256,12.8372923,11.10347247,22.6,24.2,1.47,1.60,0.6117753,3038.1,2990.1,3107.682,0.062,0.059,0.063,0.004,-10.622,1.396,-0.233,-0.266457868,-0.280592633,0.036051237,0.197831813,-0.12,20.57,7.34,-33.975,-57.562,2.290313025,10/27/2015,11/2/2015,10/21/2015,10/29/2014,9/30/2015,9/23/2015,7/29/2015
DNR,Denbury Resources Inc.,DNR.3Q15,2100,2105,3Q15,2015/3F,51.5,11/05/2015,4,9/30/2015,0.13,0.13,0.14,-0.006,2.44,-0.078,3.37,0.205,3.57,-65.93116,-5.6022406,34.79999,-0.6691277,-0.04284382,8.338261,4.2,4.2,2.3,15.07310405,15.70912199,9.592183486,4.4,6.4,2.16,1.93,0.6052619,2517.12,2435.2,1778.175,-0.002,-0.023,0.057,0.081,-65.262,-5.559,26.462,0,0.793833495,-0.040487173,0.571394466,0.23,29.60,47.47,-1.579,-10.078,-29.35676487,11/4/2015,11/10/2015,10/29/2015,11/6/2014,10/8/2015,10/1/2015,8/6/2015
AAPL,Apple Inc.,AAPL.3Q15,1300,1320,3Q15,2015/4F,"7,097.1",10/28/2015,3,9/30/2015,1.87,1.88,1.86,9.730,110.3,9.779,113.76,9.621,122.99,2.757597,-7.504672,-0.48984885,-3.0101478,-4.3025312,3.8896918,1.6,1.0,1.6,1.583530676,1.626433028,1.079637597,146.4,146.2,1.28,1.36,0.5088767,170910,182795,233239.52,0.088,0.086,0.078,-0.008,5.768,-3.202,-4.380,0.585671529,-0.009133876,-0.026378186,0.466724278,-0.08,28.67,-0.13,-0.272,0.375,36.46920601,10/27/2015,11/2/2015,10/21/2015,10/29/2014,9/30/2015,9/23/2015,7/29/2015
WDR,"Waddell & Reed Financial, Inc. Class A",WDR.3Q15,4800,4845,3Q15,2015/3F,31.5,10/27/2015,2,9/30/2015,0.72,0.78,0.82,3.214,34.77,2.919,33.98,3.379,43.84,-26.001722,-22.490877,-4.362506,-4.8960266,-2.9390097,4.3584585,3.2,3.5,5.5,4.108065208,4.229750292,4.465120344,38.8,48.4,1.93,1.77,0.6157279,1400,1597.75,1500.67,0.092,0.086,0.077,-0.009,-21.106,-19.552,-8.721,-0.090308441,-0.418169566,-0.028768858,-0.0799654,0.16,14.16,24.68,-7.533,-11.744,7.190714286,10/26/2015,10/30/2015,10/20/2015,10/28/2014,9/29/2015,9/22/2015,7/28/2015
IPG,"Interpublic Group of Companies, Inc.",IPG.3Q15,3200,3210,3Q15,2015/3F,76.4,10/21/2015,3,9/30/2015,0.25,0.25,0.25,1.284,19.13,1.284,20.85,1.246,20.87,6.3414693,-0.09583235,2.810645,0.95380545,-5.683613,-0.1970768,2.7,2.8,3.3,2.648122927,2.721787802,2.315946067,23.2,23.2,1.40,1.48,0.5026247,7122.3,7537.1,7583.7217,0.067,0.062,0.060,-0.002,5.388,5.588,3.008,-0.031410108,-0.189370953,-0.027064885,0.143430309,-0.08,11.42,0.07,-0.916,-1.152,6.478549064,10/20/2015,10/26/2015,10/14/2015,10/22/2014,9/23/2015,9/16/2015,7/22/2015
PLKI,"Popeyes Louisiana Kitchen, Inc.",PLKI.3Q15,3400,3435,3Q15,2015/3F,10.3,11/12/2015,4,9/30/2015,0.45,0.45,0.48,2.139,56.36,2.176,52.12,2.102,56.79,11.042595,-8.223284,-7.8989267,-0.62232614,0.5861044,4.0400863,6.9,5.6,5.5,4.198450683,3.941528341,3.327320342,63.9,65.3,1.43,1.33,0.5345225,206,235.6,261.92,0.038,0.042,0.037,-0.005,11.665,-8.809,-11.939,0.238973519,0.246692454,0.065183431,0.261811383,0.10,22.66,2.07,-0.256,-6.105,27.14563107,11/11/2015,11/17/2015,11/5/2015,11/13/2014,10/15/2015,10/8/2015,8/13/2015
HST,"Host Hotels & Resorts, Inc.",HST.3Q15,4800,4890,3Q15,2015/3F,154.5,10/29/2015,4,9/30/2015,0.11,0.11,0.12,0.728,15.81,0.716,17.57,0.722,19.55,-30.069626,-10.127878,9.470404,-3.4476638,-2.8292418,5.8754086,3.3,4.0,3.2,5.471645732,4.911499538,4.296758084,19.8,22.5,1.77,1.73,0.62518114,5166,5354,5427.0664,0.046,0.041,0.037,-0.004,-26.622,-7.299,3.595,-0.177128887,0.031449617,0.114047897,0.273435838,0.04,12.83,13.61,-5.254,-7.420,5.053550136,10/28/2015,11/3/2015,10/22/2015,10/30/2014,10/1/2015,9/24/2015,7/30/2015
RNG,"RingCentral, Inc. Class A",RNG.3Q15,3300,3310,3Q15,2015/3F,14.5,11/03/2015,2,9/30/2015,-0.04,-0.04,-0.04,-0.029,18.15,-0.015,18.96,-0.061,19.39,45.909454,-2.2176385,8.466816,-1.4871061,-1.6685367,9.200692,7.8,3.5,3.5,9.429021855,10.20998926,6.849092018,23.3,23.0,1.15,1.20,0.37553382,160.505,219.887,289.90417,-0.002,-0.001,-0.003,-0.002,47.397,-0.549,-0.734,1.217902253,1.268254432,-0.076490522,0.376682023,-0.05,23.07,-1.43,-7.571,-7.085,80.6200243,11/2/2015,11/6/2015,10/27/2015,11/4/2014,10/6/2015,9/29/2015,8/4/2015
CFG,"Citizens Financial Group, Inc.",CFG.3Q15,4800,4810,3Q15,2015/3F,136.5,10/23/2015,5,9/30/2015,0.40,0.40,0.41,1.866,23.86,1.855,23.22,1.813,26.15,1.8550515,-11.204588,-2.23158,-1.3492048,-2.2868156,3.5995364,1.5,1.1,2.1,1.591977687,1.272471645,2.810739965,27.7,27.9,1.43,1.65,0.49404347,,4979,4817.9326,0.078,0.080,0.069,-0.011,3.204,-8.918,-5.831,0.296576737,-0.309565241,0.251090894,-0.433609047,-0.22,19.11,0.81,-1.269,-2.614,,10/22/2015,10/28/2015,10/16/2015,10/24/2014,9/25/2015,9/18/2015,7/24/2015
GPK,Graphic Packaging Holding Company,GPK.3Q15,2200,2235,3Q15,2015/3F,46.1,10/22/2015,4,9/30/2015,0.20,0.20,0.20,0.814,12.79,0.820,13.74,0.794,14.79,16.08696,-7.09939,-2.345413,-0.64062476,-3.7244916,1.5040159,0.3,0.5,1.3,0.372637651,0.3912109,1.078832307,16.7,16.8,1.06,1.17,0.17677669,4478.1,4240.5,4207.875,0.064,0.060,0.054,-0.006,16.728,-3.375,-3.849,-0.345688279,-0.748813944,-0.047476307,-0.654591683,-0.10,21.63,0.39,-1.004,-3.025,-6.034367254,10/21/2015,10/27/2015,10/15/2015,10/23/2014,9/24/2015,9/17/2015,7/23/2015
RF,Regions Financial Corporation,RF.3Q15,4800,4805,3Q15,2015/3F,173.7,10/20/2015,2,9/30/2015,0.20,0.20,0.20,0.850,9.01,0.842,8.98,0.842,10.41,-3.6717057,-13.736796,-7.7081203,0.38092136,-5.378419,1.1952758,1.3,0.8,1.0,1.677643722,1.510209341,1.095845448,10.9,11.1,1.53,1.66,0.5439927,5281,5100,5334.3623,0.094,0.094,0.081,-0.013,-4.053,-8.358,-8.903,0.704407059,0.302731345,0.110868326,0.530912708,-0.13,20.94,2.38,-3.749,-3.739,1.010458247,10/19/2015,10/23/2015,10/13/2015,10/21/2014,9/22/2015,9/15/2015,7/21/2015
KBR,"KBR, Inc.",KBR.3Q15,3100,3115,3Q15,2015/3F,25.4,11/02/2015,1,9/30/2015,0.28,0.29,0.29,1.334,16.66,1.318,18.12,1.261,17.25,-3.2580197,5.043483,13.962269,-1.4117658,-1.5478015,9.659028,2.9,2.1,4.2,2.695932506,2.989512763,3.625383049,20.9,19.5,1.63,1.69,0.48057505,7283,6366,5270.2124,0.080,0.073,0.073,0.000,-1.846,6.591,4.303,0.402216125,-0.309278849,-0.098203379,-0.256373059,-0.05,15.14,-6.74,-3.447,-4.974,-27.63679253,10/30/2015,11/5/2015,10/26/2015,11/3/2014,10/5/2015,9/28/2015,8/3/2015
TDG,TransDigm Group Incorporated,TDG.3Q15,1300,1330,3Q15,2015/4F,99.3,11/12/2015,4,9/30/2015,2.58,2.57,2.56,10.186,212.41,10.410,227.41,9.956,239.02,12.133062,-4.8573313,3.5470366,-0.62232614,0.5861044,4.0400863,6.3,4.6,3.7,4.063515672,3.605138034,4.040612462,251.3,252.4,1.31,1.31,0.48038447,1924.4,2372.9,2703.9,0.048,0.046,0.042,-0.004,12.755,-5.443,-0.493,0.381357438,0.727517582,0.127145655,0.005668252,0.00,10.52,0.43,0.364,0.620,40.50613178,11/11/2015,11/17/2015,11/5/2015,11/13/2014,10/15/2015,10/8/2015,8/13/2015
XRAY,"DENTSPLY SIRONA, Inc.",XRAY.3Q15,2300,2325,3Q15,2015/3F,50.8,10/28/2015,3,9/30/2015,0.63,0.63,0.64,2.742,50.57,2.754,57.75,2.683,53.74,2.534473,7.461846,9.023976,-3.0101478,-4.3025312,3.8896918,3.4,6.0,5.7,4.644772937,3.835581358,3.256843899,60.5,54.0,1.50,1.86,0.6201737,2950.77,2922.62,2714.833,0.054,0.048,0.050,0.002,5.545,11.764,5.134,-0.428523468,-0.405598008,0.210969734,0.426157679,-0.36,4.76,-10.74,0.253,-0.866,-7.995777373,10/27/2015,11/2/2015,10/21/2015,10/29/2014,9/30/2015,9/23/2015,7/29/2015
VMC,Vulcan Materials Company,VMC.3Q15,1100,1135,3Q15,2015/3F,114.7,11/03/2015,2,9/30/2015,1.00,0.96,0.95,3.096,89.2,3.212,91.6,2.822,96.05,46.393703,-4.6330094,7.574868,-1.4871061,-1.6685367,9.200692,1.8,1.7,3.3,1.791171392,2.408268242,2.306834849,102.4,97.4,1.41,1.47,0.6115213,2628.69,2994.16,3383.72,0.035,0.035,0.029,-0.006,47.881,-2.964,-1.626,0.032672219,-0.465486979,-0.256240912,-0.223537224,-0.06,11.74,-4.82,4.408,5.317,28.72267175,11/2/2015,11/6/2015,10/27/2015,11/4/2014,10/6/2015,9/29/2015,8/4/2015
GTN,"Gray Television, Inc.",GTN.3Q15,3400,3410,3Q15,2015/3F,19.2,11/03/2015,2,9/30/2015,0.13,0.13,0.13,1.416,12.76,1.563,14.46,1.095,17.04,46.775963,-15.140849,12.968742,-1.4871061,-1.6685367,9.200692,2.3,1.5,1.1,3.442287086,3.659319153,2.140917692,19.5,18.5,1.00,1.00,0,346.298,508.134,584.43,0.111,0.108,0.064,-0.044,48.263,-13.472,3.768,0.587780955,1.097198172,-0.059309412,0.607855874,0.00,34.85,-5.13,0.000,0.000,68.76505206,11/2/2015,11/6/2015,10/27/2015,11/4/2014,10/6/2015,9/29/2015,8/4/2015
SCHW,Charles Schwab Corporation,SCHW.3Q15,4800,4840,3Q15,2015/3F,313.6,10/15/2015,4,9/30/2015,0.27,0.27,0.27,1.335,28.56,1.297,28.33,1.304,34.76,16.784323,-18.498272,-7.4183044,7.1309566,-5.2286205,3.0649662,1.9,2.0,3.2,2.224503799,2.038923146,2.395555362,34.2,35.9,1.45,1.48,0.53249395,5435,6058,6331.3564,0.047,0.046,0.038,-0.008,9.653,-13.270,-10.483,-0.051663882,-0.413543967,0.091018955,-0.071403719,-0.02,20.70,4.90,-0.975,-1.579,16.49229807,10/14/2015,10/20/2015,10/8/2015,10/16/2014,9/17/2015,9/10/2015,7/16/2015
MJN,Mead Johnson Nutrition Company,MJN.3Q15,2400,2435,3Q15,2015/3F,177.3,10/22/2015,4,9/30/2015,0.83,0.87,0.88,3.899,70.4,3.829,74.51,3.915,91.17,-25.759983,-18.27355,-1.0754108,-0.64062476,-3.7244916,1.5040159,3.4,2.3,1.8,4.359394637,3.219868077,1.898533041,91.1,100.0,1.41,1.56,0.5372178,4200.7,4409.3,4185.2524,0.055,0.051,0.043,-0.008,-25.119,-14.549,-2.579,0.498943489,0.882431515,0.353904735,1.296191082,-0.15,22.24,9.79,-5.062,-6.720,-0.36773871,10/21/2015,10/27/2015,10/15/2015,10/23/2014,9/24/2015,9/17/2015,7/23/2015
BA,Boeing Company,BA.3Q15,1300,1330,3Q15,2015/3F,529.4,10/21/2015,3,9/30/2015,2.22,2.14,2.13,9.018,130.95,9.042,134.22,8.725,146.47,8.414984,-8.363485,-2.1720111,0.95380545,-5.683613,-0.1970768,4.9,2.9,4.0,2.875723122,2.731907805,2.103411811,163.0,164.3,1.48,1.48,0.6507382,86623,90762,95504.266,0.069,0.067,0.060,-0.008,7.461,-2.680,-1.975,0.674738235,0.223624048,0.052642815,0.367170759,0.00,21.44,0.79,3.668,4.078,10.25278044,10/20/2015,10/26/2015,10/14/2015,10/22/2014,9/23/2015,9/16/2015,7/22/2015
ZUMZ,Zumiez Inc.,ZUMZ.3Q15,3500,3525,3Q15,2015/3F,12.8,12/04/2015,5,9/30/2015,0.29,0.30,0.53,1.329,15.63,1.305,16.6,1.704,22.87,-51.610096,-27.41583,-5.034322,1.2641788,8.52437,0.6796837,10.7,10.7,10.1,19.4149956,19.98252852,15.99507862,19.8,27.5,1.94,1.89,0.42874646,724.337,811.551,814.672,0.085,0.079,0.075,-0.004,-52.874,-35.940,-5.714,0,0.060612004,-0.028401457,0.213810576,0.05,18.98,39.05,-2.751,-44.674,12.47140488,12/3/2015,12/9/2015,11/27/2015,12/5/2014,11/6/2015,10/30/2015,9/4/2015
TRV,"Travelers Companies, Inc.",TRV.3Q15,4800,4855,3Q15,2015/3F,214.2,10/20/2015,2,9/30/2015,2.29,2.10,2.11,9.592,99.53,9.594,103.31,9.568,104.48,5.029714,-1.1198342,2.4291039,0.38092136,-5.378419,1.1952758,3.3,3.7,4.6,2.60025829,2.763312516,2.452139753,107.7,107.8,1.89,1.84,0.41626966,22767,23904,24149.537,0.096,0.093,0.092,-0.001,4.649,4.259,1.234,-0.12295383,-0.290877692,-0.059006799,0.060403791,0.05,4.28,0.03,8.953,8.838,6.072547986,10/19/2015,10/23/2015,10/13/2015,10/21/2014,9/22/2015,9/15/2015,7/21/2015
EXPE,"Expedia Group, Inc.",EXPE.3Q15,3400,3450,3Q15,2015/3F,200.5,10/30/2015,5,9/30/2015,2.03,2.02,1.99,5.465,117.68,5.677,125.41,4.854,121.44,44.30976,3.2691002,4.464805,-3.2268822,-1.6364574,7.051623,4.9,7.6,5.3,10.99343055,11.50989234,11.65754266,130.8,123.5,1.52,1.52,0.48992702,4771.25,5763.48,6630.2593,0.046,0.045,0.040,-0.005,47.537,4.906,-2.587,-0.352457135,-0.07623416,-0.044871123,-0.056968448,0.00,4.32,-5.57,0.672,2.003,38.96273094,10/29/2015,11/4/2015,10/23/2015,10/31/2014,10/2/2015,9/25/2015,7/31/2015
NSM,Nationstar Mortgage Holdings Inc.,NSM.3Q15,4800,4830,3Q15,2015/3F,19.8,11/03/2015,2,9/30/2015,0.34,0.33,0.36,1.890,13.87,1.778,13.41,1.799,19.01,-61.23672,-29.458183,-4.35093,-1.4871061,-1.6685367,9.200692,12.9,17.4,8.4,31.44335356,30.71450867,32.95366165,19.8,22.5,1.70,1.64,0.4830459,2086.98,1973.06,2057.0632,0.136,0.133,0.095,-0.038,-59.750,-27.790,-13.552,-0.257639097,0.533577682,0.023729661,-0.045831268,0.06,47.49,13.76,1.205,-7.437,-1.433497206,11/2/2015,11/6/2015,10/27/2015,11/4/2014,10/6/2015,9/29/2015,8/4/2015
BWP,"Boardwalk Pipeline Partners, LP",BWP.3Q15,3100,3130,3Q15,2015/3F,11.4,11/02/2015,1,9/30/2015,0.15,0.14,0.15,0.904,11.77,0.911,12.19,0.903,13.89,-25.68534,-12.239027,1.8379211,-1.4117658,-1.5478015,9.659028,3.6,3.8,5.4,1.988899362,1.396012411,1.20865424,20.3,20.9,1.45,1.45,0.6875517,1205.6,1233.8,1228.92,0.077,0.075,0.065,-0.010,-24.274,-10.691,-7.821,-0.058481272,-0.342265979,0.424700343,0.645548657,0.00,66.80,3.01,9.740,5.726,1.934306569,10/30/2015,11/5/2015,10/26/2015,11/3/2014,10/5/2015,9/28/2015,8/3/2015
DRII,"Diamond Resorts International, Inc.",DRII.3Q15,3400,3440,3Q15,2015/3F,15.2,10/29/2015,4,9/30/2015,0.49,0.38,0.37,1.967,23.39,1.999,25.05,1.872,30.94,-8.746582,-19.036848,2.036655,-3.4476638,-2.8292418,5.8754086,24.7,16.6,18.7,25.50435959,25.50910397,16.18208498,40.2,41.0,1.00,1.00,0,729.788,844.566,906.0232,0.084,0.080,0.060,-0.019,-5.299,-16.208,-3.839,0.489112598,0.321521731,-0.000185988,0.576086124,0.00,60.35,2.07,28.947,31.016,24.1488213,10/28/2015,11/3/2015,10/22/2015,10/30/2014,10/1/2015,9/24/2015,7/30/2015
AEL,American Equity Investment Life Holding Company,AEL.3Q15,4800,4865,3Q15,2015/3F,19.9,11/05/2015,4,9/30/2015,0.60,0.61,0.63,2.609,23.31,2.625,26.11,2.665,26.01,-2.4494529,0.3844738,12.156355,-0.6691277,-0.04284382,8.338261,16.8,16.8,9.9,14.46662473,14.47913887,6.083032853,30.6,32.7,1.10,1.50,0.2236068,2610.69,2168.97,2030.03,0.112,0.101,0.102,0.002,-1.780,0.427,3.818,0,0.694025238,-0.000864287,1.378192767,-0.40,17.20,6.75,-1.034,-4.867,-22.24162961,11/4/2015,11/10/2015,10/29/2015,11/6/2014,10/8/2015,10/1/2015,8/6/2015
PRI,"Primerica, Inc.",PRI.3Q15,4800,4865,3Q15,2015/3F,24.0,11/05/2015,4,9/30/2015,0.93,0.94,0.95,4.018,45.07,4.025,48.14,3.954,41.18,-8.054071,16.90141,6.9540143,-0.6691277,-0.04284382,8.338261,20.0,20.0,19.3,18.33719248,19.02362257,17.07542698,53.2,52.6,1.50,1.60,0.5,1267.44,1340.03,1414.1466,0.089,0.084,0.096,0.012,-7.385,16.944,-1.384,0,0.032149208,-0.036083037,0.073893643,-0.10,10.51,-1.13,-1.164,-1.973,11.57503314,11/4/2015,11/10/2015,10/29/2015,11/6/2014,10/8/2015,10/1/2015,8/6/2015
ENS,EnerSys,ENS.3Q15,1200,1235,3Q15,2015/2F,18.3,11/02/2015,1,9/30/2015,0.93,0.93,1.08,4.433,53.58,4.469,64.41,4.749,61.87,-5.746758,4.105389,25.140858,-1.4117658,-1.5478015,9.659028,7.3,8.2,5.3,6.594260424,5.975178665,3.308939645,70.5,78.8,1.58,1.43,0.49159604,2474.4,2505.5,2368.7075,0.083,0.069,0.077,0.007,-4.335,5.653,15.482,-0.110003202,0.379739869,0.103608912,0.992862104,0.15,9.46,11.77,-0.089,-13.771,-4.271439541,10/30/2015,11/5/2015,10/26/2015,11/3/2014,10/5/2015,9/28/2015,8/3/2015
WETF,"WisdomTree Investments, Inc.",WETF.3Q15,4800,4845,3Q15,2015/3F,63.5,10/30/2015,5,9/30/2015,0.17,0.18,0.19,0.785,16.13,0.678,18.63,0.820,24.9,6.1016917,-25.180727,9.523809,-3.2268822,-1.6364574,7.051623,5.4,2.9,6.1,14.2009992,13.1121071,11.53921379,19.4,25.2,1.64,1.40,0.6741999,149.468,183.762,292.63712,0.049,0.036,0.033,-0.003,9.329,-23.544,2.472,0.82665315,-0.119660493,0.083044784,0.23067303,0.24,4.37,29.54,-7.040,-11.960,95.78580031,10/29/2015,11/4/2015,10/23/2015,10/31/2014,10/2/2015,9/25/2015,7/31/2015
CEB,CEB Inc.,CEB.3Q15,3200,3205,3Q15,2015/3F,16.3,10/28/2015,3,9/30/2015,0.82,0.84,0.85,4.018,68.34,4.034,72.69,3.955,76.98,-3.9494097,-5.5728793,2.1500826,-3.0101478,-4.3025312,3.8896918,6.4,4.3,4.3,2.972882232,3.02080483,2.180495473,87.3,88.1,1.36,1.31,0.6267832,820.053,908.974,938.268,0.059,0.055,0.051,-0.004,-0.939,-1.270,-1.740,0.487027485,0.498450171,-0.015864182,0.363397571,0.04,20.14,0.93,-1.838,-2.852,14.41553168,10/27/2015,11/2/2015,10/21/2015,10/29/2014,9/30/2015,9/23/2015,7/29/2015
DNOW,NOW Inc.,DNOW.3Q15,3250,3255,3Q15,2015/3F,25.9,11/03/2015,2,9/30/2015,-0.14,-0.14,-0.09,-0.179,14.8,-0.178,15.81,0.117,16.62,-37.87611,-4.8736515,4.2188525,-1.4871061,-1.6685367,9.200692,10.9,11.5,20.9,15.90564683,15.68409032,17.99109388,17.4,22.0,2.00,2.05,0,4296,4105,3130.93,-0.012,-0.011,0.007,0.018,-36.389,-3.205,-4.982,-0.052268842,-0.475759041,0.014126194,-0.115915523,-0.05,10.24,26.23,0.179,64.485,-27.11987896,11/2/2015,11/6/2015,10/27/2015,11/4/2014,10/6/2015,9/29/2015,8/4/2015
DAL,"Delta Air Lines, Inc.",DAL.3Q15,4600,4610,3Q15,2015/3F,444.6,10/14/2015,3,9/30/2015,1.72,1.69,1.65,5.358,44.87,5.383,45.99,4.944,43.99,45.429276,4.5464873,-0.043463707,7.503271,-5.3605914,2.635026,2.5,2.0,2.3,2.660655939,2.706614236,2.271913307,60.4,59.5,1.03,1.08,0.12126781,37773,40362,40762.668,0.119,0.117,0.112,-0.005,37.926,9.907,-2.678,0.287411349,0.092387213,-0.016979995,0.17110804,-0.05,31.28,-1.40,1.699,4.231,7.914828052,10/13/2015,10/19/2015,10/7/2015,10/15/2014,9/16/2015,9/9/2015,7/15/2015
DST,"DST Systems, Inc.",DST.3Q15,3300,3308,3Q15,2015/3F,42.4,10/22/2015,4,9/30/2015,0.71,0.73,0.73,3.195,52.57,3.191,56.335,3.131,57.78,19.157732,-2.5008678,4.3240666,-0.64062476,-3.7244916,1.5040159,2.5,1.5,0.9,2.067197539,2.036783795,0.875203711,65.3,65.3,1.25,1.25,0.5,1960.6,2042,2028.8,0.061,0.057,0.054,-0.002,19.798,1.224,2.820,0.710416072,1.887713634,0.01493224,1.361961578,0.00,15.82,0.00,-2.401,-2.401,3.478526982,10/21/2015,10/27/2015,10/15/2015,10/23/2014,9/24/2015,9/17/2015,7/23/2015
CY,Cypress Semiconductor Corporation,CY.3Q15,1300,1305,3Q15,2015/3F,78.6,10/22/2015,4,9/30/2015,0.16,0.17,0.17,0.767,8.52,0.772,10.07,0.646,12.15,-7.684207,-17.119343,3.600812,-0.64062476,-3.7244916,1.5040159,4.2,4.3,2.9,11.18878032,9.950890828,8.770085075,15.3,16.5,1.36,1.43,0.5345225,722.693,725.497,1663.9083,0.090,0.077,0.053,-0.024,-7.044,-13.395,2.097,-0.029170012,0.455428344,0.124399867,0.275789257,-0.07,52.27,7.88,-0.827,-5.244,130.2372238,10/21/2015,10/27/2015,10/15/2015,10/23/2014,9/24/2015,9/17/2015,7/23/2015
CHKP,Check Point Software Technologies Ltd.,CHKP.3Q15,3300,3320,3Q15,2015/3F,121.4,10/26/2015,1,9/30/2015,0.98,0.98,0.98,4.385,79.33,4.412,80.59,4.298,82.22,7.784188,-1.9824922,0,-3.7482202,-1.6491175,3.179717,7.0,4.4,3.2,5.126476385,6.197504029,3.670478628,93.0,93.0,1.45,1.45,0.56247604,1394.1,1495.81,1628.7028,0.055,0.055,0.052,-0.002,11.532,-0.333,-3.180,0.596429453,1.163127271,-0.172815966,0.396677901,0.00,15.46,0.00,0.132,0.170,16.82826196,10/23/2015,10/29/2015,10/19/2015,10/27/2014,9/28/2015,9/21/2015,7/27/2015
MTN,"Vail Resorts, Inc.",MTN.3Q15,3400,3440,3Q15,2016/1F,21.5,12/07/2015,1,9/30/2015,-1.75,-1.75,-1.87,3.652,104.68,3.790,120.6,3.466,105.84,28.392017,13.94558,4.5966983,1.0085583,8.02145,-1.0032654,8.0,8.2,6.8,4.271972455,4.395894594,3.870331297,121.4,116.9,1.35,1.38,0.47366548,1254.64,1399.92,1544.1646,0.035,0.031,0.033,0.001,27.383,5.924,5.600,-0.025265721,0.17978119,-0.028190426,0.103774361,-0.03,0.66,-3.72,-0.246,-6.618,23.07630874,12/4/2015,12/10/2015,11/30/2015,12/8/2014,11/9/2015,11/2/2015,9/7/2015
CATM,Cardtronics plc Class A,CATM.3Q15,3200,3205,3Q15,2015/3F,14.7,10/30/2015,5,9/30/2015,0.75,0.75,0.75,3.113,32.7,3.135,33.89,3.060,37.07,-15.160197,-8.578366,1.8023372,-3.2268822,-1.6364574,7.051623,27.3,25.6,20.5,19.72666155,21.0300301,19.14432797,42.6,42.2,1.11,1.11,0.33333334,876.486,1054.82,1192.825,0.095,0.092,0.083,-0.010,-11.933,-6.942,-5.249,0.065687489,0.328605705,-0.061976542,0.030418074,0.00,25.70,-0.94,0.088,0.088,36.09173449,10/29/2015,11/4/2015,10/23/2015,10/31/2014,10/2/2015,9/25/2015,7/31/2015
CNK,"Cinemark Holdings, Inc.",CNK.3Q15,3400,3430,3Q15,2015/3F,28.0,11/05/2015,4,9/30/2015,0.43,0.49,0.53,2.232,32.49,2.146,35.02,2.234,36.7,-1.9751608,-4.577655,9.028649,-0.6691277,-0.04284382,8.338261,2.1,2.1,3.5,2.063468177,1.850998095,1.922951121,42.6,46.5,1.28,1.21,0.57451314,2682.89,2626.99,2855.478,0.069,0.061,0.061,0.000,-1.306,-4.535,0.690,0,-0.38361998,0.114786764,0.073073649,0.07,21.57,9.13,-12.605,-18.339,6.432913761,11/4/2015,11/10/2015,10/29/2015,11/6/2014,10/8/2015,10/1/2015,8/6/2015
