ticker_symbol,co_name,unique_earnings_code,factset_sector_num,factset_ind_num,calendar_qtr,fiscal_qtr,adtv_prev_month,report_date,rtn_t+3,eps_est,eps_actual,surp_amt,rev_surp%,report_day_of week,t-1,t+3,rtn_t+3_check,mkt_t+3_rtn,rel_t+3_rtn,num_ests_qtr_end,t-7,t-7_high_est,t-7_low_est,est_spread,spread_adj_surp,
NDSN,Nordson Corporation,NDSN.1Q14,1200,1210,1Q14,2014/2F,26.6,05/23/2014,10.4,0.89,0.97,0.08,2.6,5,5/22/2014,5/28/2014,9.7,0.9,8.8,12,5/16/2014,0.91,0.84,0.07,1.119,
PLCM,"Polycom, Inc.",PLCM.1Q14,4900,4910,1Q14,2014/1F,29.4,04/24/2014,-5.7,0.15,0.18,0.03,0.0,4,4/23/2014,4/29/2014,-5.7,0.0,-5.7,12,4/17/2014,0.17,0.14,0.03,1.116,
FNF,"Fidelity National Financial, Inc. - FNF Group",FNF.1Q14,4800,4875,1Q14,2014/1F,84.3,05/01/2014,5.6,0.09,0.18,0.09,1.4,4,4/30/2014,5/6/2014,5.6,-0.9,6.4,3,4/24/2014,0.13,0.05,0.08,1.115,
CATM,Cardtronics plc Class A,CATM.1Q14,3200,3205,1Q14,2014/1F,12.2,05/06/2014,-7.5,0.48,0.51,0.03,4.0,2,5/5/2014,5/9/2014,-7.5,-0.4,-7.1,6,4/29/2014,0.49,0.46,0.03,1.111,
JCOM,"j2 Global, Inc.",JCOM.1Q14,3300,3320,1Q14,2014/1F,24.8,05/09/2014,7.2,0.73,0.76,0.03,1.6,5,5/8/2014,5/14/2014,7.2,0.6,6.5,6,5/2/2014,0.74,0.71,0.03,1.111,
GATX,GATX Corporation,GATX.1Q14,4800,4830,1Q14,2014/1F,18.7,04/24/2014,-4.3,0.76,0.90,0.14,-2.8,4,4/23/2014,4/29/2014,-4.3,0.0,-4.3,7,4/17/2014,0.82,0.69,0.13,1.110,
HA,"Hawaiian Holdings, Inc.",HA.1Q14,4600,4610,1Q14,2014/1F,49.0,04/23/2014,4.9,-0.12,-0.02,0.10,0.5,3,4/22/2014,4/28/2014,4.9,-0.7,5.6,10,4/16/2014,-0.08,-0.17,0.09,1.104,
SWC,Stillwater Mining Company,SWC.1Q14,1100,1125,1Q14,2014/1F,29.0,05/01/2014,-1.6,0.09,0.14,0.05,-6.4,4,4/30/2014,5/6/2014,-1.6,-0.9,-0.7,3,4/24/2014,0.12,0.07,0.05,1.099,
DYN,Dynegy Inc.,DYN.1Q14,4700,4705,1Q14,2014/1F,8.7,05/08/2014,1.6,-0.16,0.36,0.52,33.8,4,5/7/2014,5/13/2014,1.6,1.0,0.6,2,5/1/2014,0.03,-0.44,0.47,1.097,
FLEX,Flex Ltd.,FLEX.1Q14,1300,1310,1Q14,2013/4F,74.5,05/01/2014,5.2,0.20,0.24,0.04,10.2,4,4/30/2014,5/6/2014,5.2,-0.9,6.1,13,4/24/2014,0.22,0.19,0.03,1.096,
CMPR,Cimpress N.V.,CMPR.1Q14,3200,3215,1Q14,2014/3F,28.5,04/30/2014,-23.9,0.59,0.24,-0.35,-7.9,3,4/29/2014,5/5/2014,-23.9,0.4,-24.3,10,4/23/2014,0.82,0.50,0.32,-1.094,
CLI,Mack-Cali Realty Corporation,CLI.1Q14,4800,4890,1Q14,2014/1F,26.3,04/24/2014,-1.2,0.01,-0.17,-0.18,6.9,4,4/23/2014,4/29/2014,-1.2,0.0,-1.2,3,4/17/2014,0.10,-0.06,0.16,-1.093,
RJF,"Raymond James Financial, Inc.",RJF.1Q14,4800,4840,1Q14,2014/2F,55.0,04/24/2014,-2.4,0.77,0.72,-0.05,-0.3,4,4/23/2014,4/29/2014,-2.4,0.0,-2.3,10,4/17/2014,0.80,0.75,0.05,-1.092,
SEE,Sealed Air Corporation,SEE.1Q14,2200,2235,1Q14,2014/1F,69.9,04/30/2014,2.4,0.24,0.33,0.09,-0.6,3,4/29/2014,5/5/2014,2.4,0.4,2.0,11,4/23/2014,0.27,0.19,0.08,1.088,
ARTC,ArthroCare Corporation,ARTC.1Q14,2300,2325,1Q14,2014/1F,29.4,05/05/2014,0.1,0.36,0.32,-0.04,-0.1,1,5/2/2014,5/8/2014,0.1,-0.4,0.5,5,4/28/2014,0.38,0.34,0.04,-1.083,
ILMN,"Illumina, Inc.",ILMN.1Q14,2300,2320,1Q14,2014/1F,453.1,04/23/2014,-9.6,0.44,0.53,0.09,7.4,3,4/22/2014,4/28/2014,-9.6,-0.7,-8.9,20,4/16/2014,0.49,0.41,0.08,1.079,
TUMI,"Tumi Holdings, Inc.",TUMI.1Q14,1400,1445,1Q14,2014/1F,11.3,05/09/2014,-8.0,0.17,0.12,-0.05,-6.6,5,5/8/2014,5/14/2014,-8.0,0.6,-8.6,9,5/2/2014,0.18,0.14,0.04,-1.079,
DHCPQ,Ditech Holding Corporation,DHCPQ.1Q14,4800,4830,1Q14,2014/1F,10.1,05/08/2014,22.0,16.85,26.89,10.05,-2.4,4,5/7/2014,5/13/2014,22.0,1.0,21.0,10,5/1/2014,22.15,12.83,9.32,1.078,
DWRE,"Demandware, Inc.",DWRE.1Q14,3300,3310,1Q14,2014/1F,25.1,05/06/2014,-10.1,-0.09,-0.07,0.02,10.8,2,5/5/2014,5/9/2014,-10.1,-0.4,-9.7,13,4/29/2014,-0.08,-0.10,0.02,1.077,
ED,"Consolidated Edison, Inc.",ED.1Q14,4700,4705,1Q14,2014/1F,175.2,05/09/2014,-3.8,1.05,1.17,0.12,10.9,5,5/8/2014,5/14/2014,-3.8,0.6,-4.4,8,5/2/2014,1.10,0.99,0.11,1.075,
CACI,CACI International Inc Class A,CACI.1Q14,3300,3308,1Q14,2014/3F,49.2,05/01/2014,-5.9,1.39,1.19,-0.20,-4.6,4,4/30/2014,5/6/2014,3.3,-0.9,4.2,12,4/24/2014,1.32,1.13,0.19,-1.074,
FOE,Ferro Corporation,FOE.1Q14,2200,2240,1Q14,2014/1F,12.9,04/24/2014,-3.3,0.15,0.19,0.04,-5.1,4,4/23/2014,4/29/2014,-3.3,0.0,-3.3,7,4/17/2014,0.17,0.13,0.04,1.071,
LYV,"Live Nation Entertainment, Inc.",LYV.1Q14,3400,3430,1Q14,2014/1F,41.3,05/07/2014,10.7,-0.35,-0.16,0.19,17.0,3,5/6/2014,5/12/2014,10.7,1.6,9.1,7,4/30/2014,-0.29,-0.47,0.18,1.069,
SAM,"Boston Beer Company, Inc. Class A",SAM.1Q14,2400,2425,1Q14,2014/1F,17.6,05/01/2014,-5.2,0.69,0.62,-0.07,2.6,4,4/30/2014,5/6/2014,-5.2,-0.9,-4.3,3,4/24/2014,0.74,0.67,0.07,-1.067,
BKU,"BankUnited, Inc.",BKU.1Q14,4800,4810,1Q14,2014/1F,30.5,04/24/2014,-1.5,0.44,0.53,0.09,14.6,4,4/23/2014,4/29/2014,-1.5,0.0,-1.5,8,4/17/2014,0.48,0.40,0.08,1.067,
TRW,TRW Automotive Holdings Corp.,TRW.1Q14,1200,1225,1Q14,2014/1F,99.9,04/29/2014,0.6,1.66,1.81,0.15,3.3,2,4/28/2014,5/2/2014,0.6,0.7,-0.1,11,4/22/2014,1.73,1.59,0.14,1.063,
JBLU,JetBlue Airways Corporation,JBLU.1Q14,4600,4610,1Q14,2014/1F,118.9,04/24/2014,-9.5,0.07,0.01,-0.06,-1.2,4,4/23/2014,4/29/2014,-9.5,0.0,-9.5,15,4/17/2014,0.12,0.06,0.06,-1.063,
PSMT,"PriceSmart, Inc.",PSMT.1Q14,3500,3520,1Q14,2014/2F,15.5,04/10/2014,-8.6,0.88,0.93,0.05,-0.1,4,4/9/2014,4/15/2014,-8.6,-1.7,-6.9,4,4/3/2014,0.90,0.85,0.05,1.050,
PLCE,"Children's Place, Inc.",PLCE.1Q14,3500,3525,1Q14,2014/1F,36.8,05/22/2014,5.8,0.61,0.68,0.07,0.5,4,5/21/2014,5/27/2014,7.1,1.4,5.8,18,5/15/2014,0.65,0.58,0.07,1.048,
HES,Hess Corporation,HES.1Q14,2100,2105,1Q14,2014/1F,160.2,04/30/2014,0.6,1.03,1.38,0.35,151.3,3,4/29/2014,5/5/2014,0.6,0.4,0.3,21,4/23/2014,1.24,0.91,0.33,1.046,
BPOP,"Popular, Inc.",BPOP.1Q14,4800,4810,1Q14,2014/1F,40.0,04/23/2014,4.9,0.66,0.78,0.13,-1.3,3,4/22/2014,4/28/2014,4.9,-0.7,5.6,7,4/16/2014,0.68,0.56,0.12,1.045,
CPN,Calpine Corporation,CPN.1Q14,4700,4705,1Q14,2014/1F,68.6,05/01/2014,1.0,-0.06,0.13,0.19,49.7,4,4/30/2014,5/6/2014,1.0,-0.9,1.9,4,4/24/2014,0.07,-0.11,0.18,1.042,
HRC,"Hill-Rom Holdings, Inc.",HRC.1Q14,2300,2325,1Q14,2014/2F,30.3,05/02/2014,2.8,0.51,0.57,0.06,0.8,5,5/1/2014,5/7/2014,2.8,-0.3,3.1,7,4/25/2014,0.53,0.47,0.06,1.042,
SE.I,Spectra Energy Corp,SE.I.1Q14,3100,3130,1Q14,2014/1F,104.4,05/07/2014,0.9,0.51,0.62,0.11,1.1,3,5/6/2014,5/12/2014,0.9,1.6,-0.7,9,4/30/2014,0.57,0.46,0.11,1.031,
NM,Navios Maritime Holdings Inc.,NM.1Q14,4600,4625,1Q14,2014/1F,3.1,05/21/2014,11.1,-1.03,0.10,1.13,-6.3,3,5/20/2014,5/26/2014,10.6,1.5,9.1,3,5/14/2014,-0.50,-1.60,1.10,1.030,
ADBE,Adobe Inc.,ADBE.1Q14,3300,3310,1Q14,2014/1F,512.6,03/19/2014,-4.8,0.25,0.30,0.05,2.8,3,3/18/2014,3/24/2014,-4.8,-0.9,-3.9,1,3/12/2014,0.28,0.23,0.05,1.026,
PIR,"Pier 1 Imports, Inc.",PIR.1Q14,3500,3540,1Q14,2013/4F,12.2,04/10/2014,-3.8,0.49,0.41,-0.08,-5.6,4,4/9/2014,4/15/2014,0.9,-1.7,2.6,12,4/3/2014,0.47,0.39,0.08,-1.021,
R,"Ryder System, Inc.",R.1Q14,4800,4830,1Q14,2014/1F,42.5,04/23/2014,0.6,0.87,0.92,0.05,-0.9,3,4/22/2014,4/28/2014,0.6,-0.7,1.3,16,4/16/2014,0.89,0.84,0.05,1.014,
CRL,"Charles River Laboratories International, Inc.",CRL.1Q14,3200,3205,1Q14,2014/1F,53.7,05/01/2014,-5.1,0.74,0.82,0.08,-1.0,4,4/30/2014,5/6/2014,-5.1,-0.9,-4.3,19,4/24/2014,0.80,0.72,0.08,1.012,
PRGO,Perrigo Co. Plc,PRGO.1Q14,2300,2310,1Q14,2014/3F,130.2,05/07/2014,-8.5,1.51,1.31,-0.20,-6.1,3,5/6/2014,5/12/2014,-8.5,1.6,-10.1,14,4/30/2014,1.61,1.41,0.20,-1.009,
AON,Aon plc,AON.1Q14,4800,4880,1Q14,2014/1F,184.6,04/25/2014,3.3,1.18,1.28,0.10,-1.8,5,4/24/2014,4/30/2014,3.3,0.2,3.1,20,4/18/2014,1.25,1.15,0.10,1.008,
FITB,Fifth Third Bancorp,FITB.1Q14,4800,4810,1Q14,2014/1F,191.3,04/17/2014,-3.2,0.42,0.36,-0.06,-3.5,4,4/16/2014,4/22/2014,-3.9,1.0,-4.9,24,4/10/2014,0.44,0.39,0.05,-1.001,
CTCT,"Constant Contact, Inc.",CTCT.1Q14,3200,3205,1Q14,2014/1F,12.7,05/02/2014,4.8,0.13,0.16,0.03,0.5,5,5/1/2014,5/7/2014,4.8,-0.3,5.1,13,4/25/2014,0.14,0.11,0.03,1.000,
FNGN,"Financial Engines, Inc.",FNGN.1Q14,4800,4845,1Q14,2014/1F,17.0,05/07/2014,-7.4,0.22,0.20,-0.02,-2.1,3,5/6/2014,5/12/2014,-7.4,1.6,-9.0,5,4/30/2014,0.23,0.21,0.02,-1.000,
FRGI,"Fiesta Restaurant Group, Inc.",FRGI.1Q14,3400,3435,1Q14,2014/1F,10.6,05/07/2014,2.0,0.30,0.33,0.03,-1.4,3,5/6/2014,5/12/2014,2.0,1.6,0.4,6,4/30/2014,0.32,0.29,0.03,1.000,
AGO,Assured Guaranty Ltd.,AGO.1Q14,4800,4830,1Q14,2014/1F,81.6,05/08/2014,5.3,0.61,0.72,0.11,-16.5,4,5/7/2014,5/13/2014,5.3,1.0,4.3,6,5/1/2014,0.64,0.53,0.11,0.999,
TIBX,TIBCO Software Inc.,TIBX.1Q14,3300,3310,1Q14,2014/1F,61.4,03/21/2014,-6.5,0.18,0.19,0.01,0.9,5,3/20/2014,3/26/2014,-6.5,-1.2,-5.3,1,3/14/2014,0.18,0.17,0.01,0.997,
SRCL,"Stericycle, Inc.",SRCL.1Q14,3350,3370,1Q14,2014/1F,45.2,04/25/2014,2.9,0.99,1.04,0.05,-0.4,5,4/24/2014,4/30/2014,2.9,0.2,2.8,17,4/18/2014,1.02,0.97,0.05,0.996,
PVTB,"PrivateBancorp, Inc.",PVTB.1Q14,4800,4810,1Q14,2014/1F,18.0,04/17/2014,4.2,0.41,0.44,0.03,1.0,4,4/16/2014,4/22/2014,4.9,1.0,4.0,15,4/10/2014,0.43,0.40,0.03,0.993,
AL,Air Lease Corporation Class A,AL.1Q14,4800,4830,1Q14,2014/1F,27.0,05/09/2014,5.2,0.50,0.57,0.07,3.3,5,5/8/2014,5/14/2014,5.2,0.6,4.5,11,5/2/2014,0.52,0.45,0.07,0.992,
CVLT,"CommVault Systems, Inc.",CVLT.1Q14,3300,3310,1Q14,2013/4F,50.7,04/25/2014,-29.4,0.47,0.52,0.05,-2.0,5,4/24/2014,4/30/2014,-29.4,0.2,-29.6,18,4/18/2014,0.50,0.45,0.05,0.988,
XOM,Exxon Mobil Corporation,XOM.1Q14,2100,2110,1Q14,2014/1F,"1,071.1",05/01/2014,0.3,1.88,2.10,0.22,2.5,4,4/30/2014,5/6/2014,0.3,-0.9,1.1,15,4/24/2014,2.00,1.78,0.22,0.987,
RAD,Rite Aid Corporation,RAD.1Q14,3500,3510,1Q14,2013/4F,114.3,04/10/2014,10.3,0.04,0.06,0.02,0.5,4,4/9/2014,4/15/2014,10.3,-1.7,12.0,5,4/3/2014,0.05,0.03,0.02,0.987,
HBI,Hanesbrands Inc.,HBI.1Q14,2400,2440,1Q14,2014/1F,69.5,04/25/2014,8.8,0.14,0.19,0.05,-1.4,5,4/24/2014,4/30/2014,8.8,0.2,8.7,14,4/18/2014,0.17,0.12,0.05,0.986,
IQV,IQVIA Holdings Inc,IQV.1Q14,3350,3370,1Q14,2014/1F,66.7,05/01/2014,-0.8,0.55,0.68,0.13,0.8,4,4/30/2014,5/6/2014,-0.8,-0.9,0.0,18,4/24/2014,0.60,0.47,0.13,0.985,
BCR,"C. R. Bard, Inc.",BCR.1Q14,2300,2325,1Q14,2014/1F,159.3,04/23/2014,-3.3,1.86,1.91,0.05,1.2,3,4/22/2014,4/28/2014,-3.3,-0.7,-2.6,16,4/16/2014,1.89,1.84,0.05,0.984,
BKD,Brookdale Senior Living Inc.,BKD.1Q14,3350,3360,1Q14,2014/1F,35.2,05/08/2014,3.2,0.06,-0.02,-0.08,0.0,4,5/7/2014,5/13/2014,3.2,1.0,2.2,8,5/1/2014,0.10,0.02,0.08,-0.979,
ENT,"Global Eagle Entertainment, Inc.",ENT.1Q14,4900,4910,1Q14,2014/1F,5.1,05/09/2014,13.1,-0.02,-0.11,-0.09,0.7,5,5/8/2014,5/14/2014,13.1,0.6,12.5,3,5/2/2014,0.03,-0.06,0.09,-0.979,
STWD,"Starwood Property Trust, Inc.",STWD.1Q14,4800,4890,1Q14,2014/1F,48.5,05/06/2014,0.0,0.54,0.60,0.06,-2.2,2,5/5/2014,5/9/2014,0.0,-0.4,0.3,7,4/29/2014,0.57,0.50,0.07,0.977,
VSH,"Vishay Intertechnology, Inc.",VSH.1Q14,1300,1310,1Q14,2014/1F,19.0,05/06/2014,0.2,0.18,0.20,0.02,-1.1,2,5/5/2014,5/9/2014,0.2,-0.4,0.6,6,4/29/2014,0.19,0.17,0.02,0.976,
RXN,Rexnord Corporation,RXN.1Q14,1200,1210,1Q14,2013/4F,10.9,05/22/2014,-1.6,0.47,0.50,0.03,-2.2,4,5/21/2014,5/27/2014,4.9,1.4,3.5,7,5/15/2014,0.49,0.46,0.03,0.975,
MCRS,"MICROS Systems, Inc.",MCRS.1Q14,3300,3310,1Q14,2014/3F,42.9,05/02/2014,-1.9,0.65,0.72,0.07,5.3,5,5/1/2014,5/7/2014,-1.9,-0.3,-1.6,11,4/25/2014,0.68,0.61,0.07,0.974,
ASNA,"Ascena Retail Group, Inc.",ASNA.1Q14,3500,3525,1Q14,2014/3F,13.4,06/04/2014,3.1,0.19,0.27,0.08,-2.3,3,6/3/2014,6/9/2014,3.1,1.6,1.5,13,5/28/2014,0.24,0.16,0.08,0.969,
SNA,Snap-on Incorporated,SNA.1Q14,1400,1430,1Q14,2014/1F,49.1,04/17/2014,3.9,1.54,1.62,0.08,0.8,4,4/16/2014,4/22/2014,3.9,1.0,3.0,4,4/10/2014,1.59,1.51,0.08,0.969,
UTHR,United Therapeutics Corporation,UTHR.1Q14,2300,2310,1Q14,2014/1F,99.5,04/29/2014,17.1,1.55,2.43,0.88,-4.9,2,4/28/2014,5/2/2014,17.1,0.7,16.4,11,4/22/2014,1.98,1.07,0.91,0.965,
KS,KapStone Paper and Packaging Corporation,KS.1Q14,2200,2230,1Q14,2014/1F,22.5,05/01/2014,-3.3,0.44,0.36,-0.08,-2.6,4,4/30/2014,5/6/2014,-3.3,-0.9,-2.5,6,4/24/2014,0.49,0.41,0.08,-0.964,
PAYX,"Paychex, Inc.",PAYX.1Q14,3300,3305,1Q14,2013/3F,140.3,03/27/2014,1.4,0.42,0.44,0.02,1.2,4,3/26/2014,4/1/2014,1.4,1.9,-0.5,1,3/20/2014,0.43,0.41,0.02,0.960,
USNA,"USANA Health Sciences, Inc.",USNA.1Q14,2400,2435,1Q14,2014/1F,24.0,04/30/2014,-12.4,0.65,0.58,-0.08,-1.9,3,4/29/2014,5/5/2014,-12.4,0.4,-12.8,3,4/23/2014,0.69,0.61,0.08,-0.958,
ABT,Abbott Laboratories,ABT.1Q14,2300,2325,1Q14,2014/1F,414.5,04/16/2014,1.7,0.36,0.41,0.05,-0.6,3,4/15/2014,4/21/2014,1.9,1.6,0.4,17,4/9/2014,0.40,0.34,0.06,0.957,
N,NetSuite Inc.,N.1Q14,3300,3310,1Q14,2014/1F,48.0,04/29/2014,7.4,0.02,0.06,0.04,1.7,2,4/28/2014,5/2/2014,7.4,0.7,6.7,23,4/22/2014,0.05,0.01,0.04,0.957,
BLOX,Infoblox Inc.,BLOX.1Q14,3300,3308,1Q14,2014/3F,41.3,05/30/2014,-40.7,0.03,0.07,0.04,-1.0,5,5/29/2014,6/4/2014,-40.7,0.4,-41.1,14,5/23/2014,0.06,0.02,0.04,0.956,
WEB,"Web.com Group, Inc.",WEB.1Q14,3300,3310,1Q14,2014/1F,12.9,05/02/2014,2.7,0.59,0.61,0.02,0.2,5,5/1/2014,5/7/2014,2.7,-0.3,3.0,13,4/25/2014,0.60,0.58,0.02,0.951,
FCN,"FTI Consulting, Inc.",FCN.1Q14,3200,3205,1Q14,2014/1F,21.0,05/01/2014,-11.8,0.27,0.41,0.14,2.5,4,4/30/2014,5/6/2014,-11.8,-0.9,-11.0,8,4/24/2014,0.39,0.24,0.15,0.946,
ELLI,"Ellie Mae, Inc.",ELLI.1Q14,3300,3310,1Q14,2014/1F,32.7,05/02/2014,-0.4,0.14,0.16,0.02,4.7,5,5/1/2014,5/7/2014,-0.4,-0.3,-0.1,8,4/25/2014,0.15,0.13,0.02,0.944,
AMG,"Affiliated Managers Group, Inc.",AMG.1Q14,4800,4845,1Q14,2014/1F,84.9,04/29/2014,9.6,2.38,2.48,0.10,-2.4,2,4/28/2014,5/2/2014,9.6,0.7,8.9,9,4/22/2014,2.44,2.33,0.11,0.944,
CSGP,"CoStar Group, Inc.",CSGP.1Q14,3300,3320,1Q14,2014/1F,42.9,04/24/2014,-7.2,0.64,0.69,0.05,1.4,4,4/23/2014,4/29/2014,-7.2,0.0,-7.2,7,4/17/2014,0.67,0.62,0.05,0.943,
ICON,"Iconix Brand Group, Inc.",ICON.1Q14,2400,2440,1Q14,2014/1F,9.0,04/30/2014,5.5,6.26,7.20,0.94,6.5,3,4/29/2014,5/5/2014,5.5,0.4,5.1,6,4/23/2014,6.80,5.80,1.00,0.942,
FWLT,Foster Wheeler AG,FWLT.1Q14,3100,3115,1Q14,2014/1F,63.6,05/07/2014,-2.5,0.36,0.19,-0.17,-16.6,3,5/6/2014,5/12/2014,-2.5,1.6,-4.1,10,4/30/2014,0.44,0.26,0.18,-0.933,
PRE,PartnerRe Ltd.,PRE.1Q14,4800,4860,1Q14,2014/1F,60.9,04/29/2014,1.7,2.53,3.36,0.83,4.3,2,4/28/2014,5/2/2014,1.7,0.7,1.0,18,4/22/2014,3.10,2.21,0.89,0.929,
HSC,Harsco Corporation,HSC.1Q14,1200,1205,1Q14,2014/1F,10.8,05/08/2014,6.8,0.10,0.16,0.07,3.2,4,5/7/2014,5/13/2014,6.8,1.0,5.8,4,5/1/2014,0.14,0.07,0.07,0.929,
ARAY,Accuray Incorporated,ARAY.1Q14,2300,2325,1Q14,2014/3F,7.6,05/01/2014,-2.4,-0.15,-0.06,0.09,15.3,4,4/30/2014,5/6/2014,-2.4,-0.9,-1.5,7,4/24/2014,-0.10,-0.20,0.10,0.929,
GNTX,Gentex Corporation,GNTX.1Q14,1200,1225,1Q14,2014/1F,29.4,04/23/2014,-4.3,0.23,0.24,0.01,3.7,3,4/22/2014,4/28/2014,-4.3,-0.7,-3.6,8,4/16/2014,0.23,0.22,0.01,0.929,
DRQ,"Dril-Quip, Inc.",DRQ.1Q14,3100,3110,1Q14,2014/1F,26.3,05/09/2014,-6.5,1.20,1.06,-0.14,-15.4,5,5/8/2014,5/14/2014,-6.5,0.6,-7.1,12,5/2/2014,1.29,1.14,0.15,-0.928,
RRD,R.R. Donnelley & Sons Company,RRD.1Q14,3200,3215,1Q14,2014/1F,12.3,05/01/2014,-9.7,0.68,0.93,0.25,-0.8,4,4/30/2014,5/6/2014,-9.7,-0.9,-8.9,4,4/24/2014,0.81,0.54,0.27,0.926,
ALXN,"Alexion Pharmaceuticals, Inc.",ALXN.1Q14,2300,2320,1Q14,2014/1F,254.0,04/24/2014,3.3,1.28,1.53,0.25,3.2,4,4/23/2014,4/29/2014,3.3,0.0,3.4,17,4/17/2014,1.40,1.13,0.27,0.925,
CTRX,Catamaran Corporation,CTRX.1Q14,3350,3370,1Q14,2014/1F,105.8,05/01/2014,9.2,0.44,0.50,0.06,5.7,4,4/30/2014,5/6/2014,9.2,-0.9,10.1,24,4/24/2014,0.47,0.40,0.07,0.922,
EQT,EQT Corporation,EQT.1Q14,2100,2105,1Q14,2014/1F,56.6,04/24/2014,2.7,0.48,0.73,0.25,12.8,4,4/23/2014,4/29/2014,2.7,0.0,2.7,13,4/17/2014,0.63,0.35,0.27,0.921,
OLN,Olin Corporation,OLN.1Q14,2200,2240,1Q14,2014/1F,29.1,04/25/2014,-2.3,0.33,0.39,0.06,-6.3,5,4/24/2014,4/30/2014,-2.3,0.2,-2.5,9,4/18/2014,0.36,0.30,0.06,0.917,
BRCM,Broadcom Corporation Class A,BRCM.1Q14,1300,1305,1Q14,2014/1F,286.9,04/25/2014,-1.1,0.46,0.51,0.06,1.3,5,4/24/2014,4/30/2014,-1.1,0.2,-1.3,32,4/18/2014,0.49,0.43,0.06,0.917,
POL,PolyOne Corporation,POL.1Q14,2200,2210,1Q14,2014/1F,22.8,05/01/2014,2.4,0.39,0.44,0.05,-1.9,4,4/30/2014,5/6/2014,2.4,-0.9,3.3,9,4/24/2014,0.42,0.37,0.05,0.911,
MIC,Macquarie Infrastructure Corporation,MIC.1Q14,4800,4845,1Q14,2014/1F,22.1,05/01/2014,4.6,0.38,0.36,-0.02,-14.2,4,4/30/2014,5/6/2014,4.6,-0.9,5.5,2,4/24/2014,0.39,0.37,0.02,-0.910,
WCG,"WellCare Health Plans, Inc.",WCG.1Q14,3350,3355,1Q14,2014/1F,86.2,05/06/2014,10.1,0.01,0.58,0.56,6.5,2,5/5/2014,5/9/2014,10.1,-0.4,10.5,15,4/29/2014,0.37,-0.25,0.62,0.907,
NTAP,"NetApp, Inc.",NTAP.1Q14,1300,1345,1Q14,2013/4F,236.4,05/22/2014,6.8,0.79,0.84,0.05,-1.2,4,5/21/2014,5/27/2014,6.2,1.4,4.8,34,5/15/2014,0.82,0.77,0.05,0.906,
FB,"Facebook, Inc. Class A",FB.1Q14,3300,3320,1Q14,2014/1F,"7,369.1",04/24/2014,-5.2,0.24,0.34,0.10,5.9,4,4/23/2014,4/29/2014,-5.2,0.0,-5.2,41,4/17/2014,0.30,0.19,0.11,0.904,
CAG,"Conagra Brands, Inc.",CAG.1Q14,2400,2405,1Q14,2013/3F,123.5,03/20/2014,-5.4,0.63,0.62,-0.01,-2.6,4,3/19/2014,3/25/2014,2.2,0.2,2.1,1,3/13/2014,0.60,0.59,0.01,-0.899,
MCK,McKesson Corporation,MCK.1Q14,3250,3270,1Q14,2013/4F,316.0,05/13/2014,2.3,2.40,2.55,0.15,10.7,2,5/12/2014,5/16/2014,2.3,-1.1,3.4,16,5/6/2014,2.50,2.33,0.17,0.896,
KMR,"Kinder Morgan Management, LLC",KMR.1Q14,3100,3130,1Q14,2014/1F,45.3,04/30/2014,0.0,0.66,0.39,-0.27,8.3,3,4/29/2014,5/5/2014,0.0,0.4,-0.4,5,4/23/2014,0.79,0.48,0.30,-0.894,
CIT,CIT Group Inc.,CIT.1Q14,4800,4805,1Q14,2014/1F,56.7,04/29/2014,-6.5,0.88,0.55,-0.33,-10.4,2,4/28/2014,5/2/2014,-6.5,0.7,-7.2,16,4/22/2014,1.01,0.64,0.37,-0.891,
SATS,EchoStar Corporation Class A,SATS.1Q14,1300,1320,1Q14,2014/1F,13.5,05/09/2014,7.1,0.03,0.14,0.11,-1.5,5,5/8/2014,5/14/2014,7.1,0.6,6.5,5,5/2/2014,0.09,-0.03,0.12,0.891,
MNST,Monster Beverage Corporation,MNST.1Q14,2400,2420,1Q14,2014/1F,215.5,05/09/2014,6.4,0.16,0.18,0.02,-0.9,5,5/8/2014,5/14/2014,6.4,0.6,5.7,11,5/2/2014,0.17,0.15,0.02,0.889,
TRMB,Trimble Inc.,TRMB.1Q14,1300,1320,1Q14,2014/1F,49.4,05/07/2014,-6.8,0.42,0.39,-0.03,-2.2,3,5/6/2014,5/12/2014,-6.8,1.6,-8.4,12,4/30/2014,0.43,0.40,0.03,-0.889,
FMER,FirstMerit Corporation,FMER.1Q14,4800,4810,1Q14,2014/1F,25.2,04/22/2014,-4.6,0.36,0.31,-0.05,-2.0,2,4/21/2014,4/25/2014,-4.6,-0.5,-4.1,11,4/15/2014,0.37,0.32,0.05,-0.888,
NE,Noble Corporation plc,NE.1Q14,3100,3105,1Q14,2014/1F,45.5,04/17/2014,1.9,0.72,1.03,0.31,4.7,4,4/16/2014,4/22/2014,-0.2,1.0,-1.1,28,4/10/2014,0.85,0.50,0.35,0.887,
HCI,"HCI Group, Inc.",HCI.1Q14,4800,4855,1Q14,2014/1F,10.0,05/02/2014,7.2,1.34,1.44,0.10,-1.9,5,5/1/2014,5/7/2014,7.2,-0.3,7.5,3,4/25/2014,1.45,1.34,0.11,0.886,
BRS,Bristow Group Inc.,BRS.1Q14,3100,3110,1Q14,2013/4F,11.8,05/22/2014,1.2,1.22,1.35,0.13,0.9,4,5/21/2014,5/27/2014,2.6,1.4,1.3,5,5/15/2014,1.32,1.18,0.14,0.885,
