ticker_symbol,co_name,unique_earnings_code,factset_sector_num,factset_ind_num,calendar_qtr,fiscal_qtr,adtv_prev_month,report_date,rtn_t+3,eps_est,eps_actual,surp_amt,rev_surp%,report_day_of week,t-1,t+3,rtn_t+3_check,mkt_t+3_rtn,rel_t+3_rtn,num_ests_qtr_end,t-7,t-7_high_est,t-7_low_est,est_spread,spread_adj_surp,
ETR,Entergy Corporation,ETR.1Q14,4700,4705,1Q14,2014/1F,126.1,04/24/2014,2.6,1.68,2.29,0.61,13.4,4,4/23/2014,4/29/2014,2.6,0.0,2.7,10,4/17/2014,2.30,0.75,1.55,0.393,
IMPV,"Imperva, Inc.",IMPV.1Q14,3300,3308,1Q14,2014/1F,12.8,05/02/2014,-15.7,-0.41,-0.36,0.05,-3.1,5,5/1/2014,5/7/2014,-15.7,-0.3,-15.3,15,4/25/2014,-0.32,-0.44,0.12,0.393,
SDOCQ,"SandRidge Energy, Inc.",SDOCQ.1Q14,2100,2105,1Q14,2014/1F,22.4,05/08/2014,2.2,0.03,0.07,0.04,7.8,4,5/7/2014,5/13/2014,2.2,1.0,1.2,16,5/1/2014,0.09,0.00,0.09,0.392,
ADP,"Automatic Data Processing, Inc.",ADP.1Q14,3300,3305,1Q14,2014/3F,192.9,04/30/2014,1.1,0.95,0.93,-0.02,-0.6,3,4/29/2014,5/5/2014,1.1,0.4,0.8,21,4/23/2014,0.97,0.93,0.04,-0.392,
KATE,Kate Spade & Co,KATE.1Q14,3500,3525,1Q14,2014/1F,55.4,05/14/2014,7.4,-0.04,-0.06,-0.02,11.1,3,5/13/2014,5/19/2014,7.4,-0.6,8.0,9,5/7/2014,0.00,-0.06,0.06,-0.391,
SPLK,Splunk Inc.,SPLK.1Q14,3300,3308,1Q14,2014/1F,150.0,05/30/2014,-19.3,-0.06,-0.04,0.02,6.7,5,5/29/2014,6/4/2014,-19.3,0.4,-19.7,30,5/23/2014,-0.03,-0.08,0.05,0.390,
XRAY,"DENTSPLY SIRONA, Inc.",XRAY.1Q14,2300,2325,1Q14,2014/1F,55.2,05/06/2014,1.5,0.56,0.59,0.03,-1.7,2,5/5/2014,5/9/2014,1.5,-0.4,1.9,12,4/29/2014,0.62,0.54,0.08,0.390,
PCL,"Plum Creek Timber Company, Inc.",PCL.1Q14,1100,1130,1Q14,2014/1F,48.7,04/29/2014,1.5,0.15,0.17,0.02,1.0,2,4/28/2014,5/2/2014,1.5,0.7,0.8,8,4/22/2014,0.18,0.13,0.05,0.390,
CPRT,"Copart, Inc.",CPRT.1Q14,3200,3205,1Q14,2014/3F,36.9,05/29/2014,-2.8,0.24,0.23,-0.01,-0.2,4,5/28/2014,6/3/2014,-2.8,0.7,-3.4,9,5/22/2014,0.25,0.23,0.02,-0.389,
QLIK,Qlik Technologies Inc.,QLIK.1Q14,3300,3310,1Q14,2014/1F,56.7,04/25/2014,-10.1,-0.13,-0.12,0.01,-1.9,5,4/24/2014,4/30/2014,-10.1,0.2,-10.3,23,4/18/2014,-0.12,-0.14,0.02,0.388,
ALGT,Allegiant Travel Company,ALGT.1Q14,4600,4610,1Q14,2014/1F,21.1,04/24/2014,-2.8,1.79,1.86,0.07,0.5,4,4/23/2014,4/29/2014,-2.8,0.0,-2.8,14,4/17/2014,1.90,1.71,0.19,0.383,
TGI,"Triumph Group, Inc.",TGI.1Q14,1300,1330,1Q14,2013/4F,30.0,05/08/2014,3.8,1.26,1.39,0.13,-4.3,4,5/7/2014,5/13/2014,3.8,1.0,2.8,15,5/1/2014,1.35,1.00,0.35,0.383,
TPR,"Tapestry, Inc.",TPR.1Q14,3500,3525,1Q14,2014/3F,175.9,04/29/2014,-13.0,0.61,0.68,0.07,-2.7,2,4/28/2014,5/2/2014,-13.0,0.7,-13.7,32,4/22/2014,0.74,0.55,0.19,0.383,
HDS,"HD Supply Holdings, Inc.",HDS.1Q14,3250,3255,1Q14,2014/1F,37.5,06/10/2014,0.8,0.17,0.20,0.03,0.4,2,6/9/2014,6/13/2014,0.8,-0.8,1.6,12,6/3/2014,0.20,0.13,0.07,0.382,
CVX,Chevron Corporation,CVX.1Q14,2100,2110,1Q14,2014/1F,735.7,05/02/2014,1.0,2.54,2.36,-0.18,-2.2,5,5/1/2014,5/7/2014,1.0,-0.3,1.3,15,4/25/2014,2.77,2.29,0.48,-0.380,
XLS,Exelis Inc.,XLS.1Q14,1300,1330,1Q14,2014/1F,23.3,05/02/2014,-6.2,0.32,0.29,-0.03,-5.3,5,5/1/2014,5/7/2014,-6.2,-0.3,-5.9,7,4/25/2014,0.35,0.28,0.07,-0.380,
ATW,"Atwood Oceanics, Inc.",ATW.1Q14,3100,3105,1Q14,2014/2F,17.7,05/01/2014,-3.6,0.93,0.73,-0.20,-3.4,4,4/30/2014,5/6/2014,-3.6,-0.9,-2.8,23,4/24/2014,1.23,0.71,0.52,-0.379,
GE,General Electric Company,GE.1Q14,1200,1255,1Q14,2014/1F,857.6,04/17/2014,1.1,0.31,0.32,0.01,-0.6,4,4/16/2014,4/22/2014,1.8,1.0,0.8,12,4/10/2014,0.32,0.29,0.03,0.379,
B,Barnes Group Inc.,B.1Q14,1200,1210,1Q14,2014/1F,14.3,04/25/2014,-1.0,0.52,0.50,-0.02,2.2,5,4/24/2014,4/30/2014,-1.0,0.2,-1.2,7,4/18/2014,0.55,0.49,0.06,-0.378,
EXXIQ,Energy XXI Ltd,EXXIQ.1Q14,2100,2105,1Q14,2014/3F,14.8,05/01/2014,-6.7,0.28,0.19,-0.09,-0.4,4,4/30/2014,5/6/2014,-6.7,-0.9,-5.8,17,4/24/2014,0.43,0.20,0.23,-0.377,
ALE,"ALLETE, Inc.",ALE.1Q14,4700,4705,1Q14,2014/1F,13.7,05/07/2014,-0.1,0.85,0.83,-0.02,3.4,3,5/6/2014,5/12/2014,-0.1,1.6,-1.7,1,4/30/2014,0.88,0.83,0.05,-0.377,
MELI,"MercadoLibre, Inc.",MELI.1Q14,3300,3320,1Q14,2014/1F,171.1,05/09/2014,3.2,0.56,0.63,0.07,5.5,5,5/8/2014,5/14/2014,3.2,0.6,2.6,9,5/2/2014,0.64,0.46,0.18,0.376,
S,Sprint Corp.,S.1Q14,4900,4915,1Q14,2014/1F,114.9,07/30/2014,-7.9,-0.05,0.01,0.06,-0.7,3,7/29/2014,8/4/2014,-7.9,-1.6,-6.3,20,7/23/2014,-0.02,-0.17,0.15,0.376,
CNP,"CenterPoint Energy, Inc.",CNP.1Q14,4700,4705,1Q14,2014/1F,105.0,05/01/2014,-2.1,0.31,0.40,0.09,38.9,4,4/30/2014,5/6/2014,-2.1,-0.9,-1.2,7,4/24/2014,0.41,0.18,0.23,0.375,
AAL,"American Airlines Group, Inc.",AAL.1Q14,4600,4610,1Q14,2014/1F,473.5,04/24/2014,-4.3,0.48,0.54,0.06,-0.2,4,4/23/2014,4/29/2014,-4.3,0.0,-4.2,14,4/17/2014,0.60,0.45,0.15,0.373,
XYL,Xylem Inc.,XYL.1Q14,1200,1210,1Q14,2014/1F,63.9,04/29/2014,4.2,0.32,0.34,0.02,1.9,2,4/28/2014,5/2/2014,4.2,0.7,3.5,15,4/22/2014,0.35,0.30,0.05,0.371,
VAL,Valspar Corporation,VAL.1Q14,2200,2240,1Q14,2014/2F,58.7,05/19/2014,0.6,1.04,1.07,0.03,1.7,1,5/16/2014,5/22/2014,0.6,0.8,-0.2,14,5/12/2014,1.08,1.00,0.08,0.371,
FICO,Fair Isaac Corporation,FICO.1Q14,3300,3310,1Q14,2014/2F,23.8,04/25/2014,5.4,0.62,0.59,-0.03,-1.0,5,4/24/2014,4/30/2014,5.4,0.2,5.3,3,4/18/2014,0.66,0.57,0.09,-0.370,
DCP,DCP Midstream LP,DCP.1Q14,3100,3130,1Q14,2014/1F,19.0,05/07/2014,0.5,0.64,0.50,-0.14,11.7,3,5/6/2014,5/12/2014,0.5,1.6,-1.1,13,4/30/2014,0.81,0.42,0.39,-0.370,
DECK,Deckers Outdoor Corporation,DECK.1Q14,2400,2440,1Q14,2013/4F,103.8,02/28/2014,-11.4,3.82,4.04,0.22,3.2,5,2/27/2014,3/5/2014,-11.4,1.1,-12.5,1,2/21/2014,4.20,3.61,0.59,0.369,
LPLA,LPL Financial Holdings Inc.,LPLA.1Q14,4800,4840,1Q14,2014/1F,47.1,04/24/2014,-4.4,0.72,0.69,-0.03,-1.9,4,4/23/2014,4/29/2014,-4.4,0.0,-4.3,13,4/17/2014,0.76,0.68,0.08,-0.368,
CSX,CSX Corporation,CSX.1Q14,4600,4620,1Q14,2014/1F,281.3,04/16/2014,-0.3,0.37,0.40,0.03,0.3,3,4/15/2014,4/21/2014,-0.4,1.6,-2.0,24,4/9/2014,0.43,0.35,0.08,0.368,
APA,Apache Corporation,APA.1Q14,2100,2105,1Q14,2014/1F,166.3,05/08/2014,2.6,1.61,1.78,0.17,3.2,4,5/7/2014,5/13/2014,2.6,1.0,1.6,28,5/1/2014,1.75,1.29,0.46,0.367,
PNM,"PNM Resources, Inc.",PNM.1Q14,4700,4705,1Q14,2014/1F,14.4,05/02/2014,2.7,0.20,0.18,-0.02,-0.6,5,5/1/2014,5/7/2014,2.7,-0.3,3.0,2,4/25/2014,0.22,0.17,0.05,-0.367,
SALE,"RetailMeNot, Inc.",SALE.1Q14,3200,3210,1Q14,2014/1F,15.8,05/06/2014,-11.7,0.19,0.21,0.02,10.2,2,5/5/2014,5/9/2014,-11.7,-0.4,-11.3,8,4/29/2014,0.21,0.15,0.06,0.366,
CRZO,"Carrizo Oil & Gas, Inc.",CRZO.1Q14,2100,2105,1Q14,2014/1F,37.7,05/06/2014,-1.3,0.40,0.51,0.11,7.6,2,5/5/2014,5/9/2014,-1.3,-0.4,-0.9,19,4/29/2014,0.50,0.21,0.29,0.366,
DFS,Discover Financial Services,DFS.1Q14,4800,4810,1Q14,2014/1F,204.3,04/23/2014,-1.9,1.25,1.31,0.06,-1.7,3,4/22/2014,4/28/2014,-1.9,-0.7,-1.2,25,4/16/2014,1.35,1.19,0.16,0.363,
UAA,"Under Armour, Inc. Class A",UAA.1Q14,2400,2440,1Q14,2014/1F,90.4,04/24/2014,-13.4,0.02,0.03,0.01,7.2,4,4/23/2014,4/29/2014,-13.4,0.0,-13.3,29,4/17/2014,0.04,0.01,0.02,0.363,
NOG,"Northern Oil and Gas, Inc.",NOG.1Q14,2100,2105,1Q14,2014/1F,4.9,05/09/2014,1.7,0.23,0.19,-0.04,-12.4,5,5/8/2014,5/14/2014,1.7,0.6,1.0,9,5/2/2014,0.28,0.16,0.12,-0.361,
MAS,Masco Corporation,MAS.1Q14,1200,1230,1Q14,2014/1F,124.4,04/25/2014,-10.5,0.17,0.15,-0.02,-1.5,5,4/24/2014,4/30/2014,-10.5,0.2,-10.7,19,4/18/2014,0.21,0.14,0.07,-0.360,
RAI,Reynolds American Inc.,RAI.1Q14,2400,2430,1Q14,2014/1F,264.9,04/23/2014,1.3,0.37,0.36,-0.01,1.6,3,4/22/2014,4/28/2014,1.3,-0.7,2.0,9,4/16/2014,0.38,0.36,0.02,-0.360,
MDR,"McDermott International, Inc.",MDR.1Q14,3100,3110,1Q14,2014/1F,29.6,05/08/2014,0.7,-0.31,-0.63,-0.32,-8.6,4,5/7/2014,5/13/2014,0.7,1.0,-0.3,13,5/1/2014,0.12,-0.76,0.88,-0.360,
PII,Polaris Industries Inc.,PII.1Q14,1400,1435,1Q14,2014/1F,83.3,04/23/2014,-5.6,1.16,1.19,0.03,-0.5,3,4/22/2014,4/28/2014,-5.6,-0.7,-4.9,13,4/16/2014,1.20,1.11,0.09,0.359,
NDLS,Noodles & Co. Class A,NDLS.1Q14,3400,3435,1Q14,2014/1F,5.2,04/30/2014,-7.7,0.05,0.05,0.00,-2.9,3,4/29/2014,5/5/2014,-7.7,0.4,-8.1,9,4/23/2014,0.06,0.05,0.01,-0.358,
AUXL,"Auxilium Pharmaceuticals, Inc.",AUXL.1Q14,2300,2310,1Q14,2014/1F,40.0,05/05/2014,-6.3,-0.22,-0.39,-0.17,0.9,1,5/2/2014,5/8/2014,-6.3,-0.4,-5.9,11,4/28/2014,0.32,-0.15,0.47,-0.357,
FL,"Foot Locker, Inc.",FL.1Q14,3500,3525,1Q14,2014/1F,105.2,05/23/2014,-0.4,1.06,1.11,0.05,4.1,5,5/22/2014,5/28/2014,0.6,0.9,-0.3,18,5/16/2014,1.15,1.01,0.14,0.356,
SODA,SodaStream International Ltd.,SODA.1Q14,1400,1425,1Q14,2014/1F,86.7,05/14/2014,-2.3,0.02,0.08,0.06,-0.1,3,5/13/2014,5/19/2014,-2.3,-0.6,-1.7,10,5/7/2014,0.10,-0.08,0.18,0.356,
TEX,Terex Corporation,TEX.1Q14,1200,1220,1Q14,2014/1F,66.9,05/01/2014,-8.0,0.34,0.28,-0.06,-1.9,4,4/30/2014,5/6/2014,-8.0,-0.9,-7.2,20,4/24/2014,0.42,0.25,0.17,-0.356,
JWN,"Nordstrom, Inc.",JWN.1Q14,3500,3525,1Q14,2014/1F,94.2,05/16/2014,9.8,0.68,0.72,0.04,2.3,5,5/15/2014,5/21/2014,9.8,0.9,8.9,27,5/9/2014,0.72,0.60,0.12,0.355,
WBS,Webster Financial Corporation,WBS.1Q14,4800,4825,1Q14,2014/1F,25.4,04/17/2014,3.4,0.49,0.50,0.01,-0.5,4,4/16/2014,4/22/2014,3.9,1.0,2.9,16,4/10/2014,0.50,0.46,0.04,0.353,
NPSP,"NPS Pharmaceuticals, Inc.",NPSP.1Q14,2300,2320,1Q14,2014/1F,62.2,05/08/2014,-1.3,0.00,-0.06,-0.06,-10.7,4,5/7/2014,5/13/2014,-1.3,1.0,-2.3,13,5/1/2014,0.09,-0.08,0.17,-0.353,
IDXX,"IDEXX Laboratories, Inc.",IDXX.1Q14,2300,2325,1Q14,2014/1F,78.7,04/25/2014,4.8,0.43,0.45,0.01,-0.3,5,4/24/2014,4/30/2014,4.8,0.2,4.6,9,4/18/2014,0.46,0.43,0.03,0.352,
RS,Reliance Steel & Aluminum Co.,RS.1Q14,1100,1105,1Q14,2014/1F,37.0,04/24/2014,-1.8,1.24,1.19,-0.05,2.4,4,4/23/2014,4/29/2014,-1.8,0.0,-1.8,8,4/17/2014,1.32,1.18,0.14,-0.351,
GDPMQ,Goodrich Petroleum Corporation,GDPMQ.1Q14,2100,2105,1Q14,2014/1F,14.4,05/06/2014,-4.5,-0.45,-0.54,-0.09,-3.6,2,5/5/2014,5/9/2014,-4.5,-0.4,-4.2,19,4/29/2014,-0.31,-0.58,0.27,-0.351,
CIEN,Ciena Corporation,CIEN.1Q14,1300,1320,1Q14,2014/2F,85.8,06/05/2014,19.4,0.13,0.17,0.04,0.2,4,6/4/2014,6/10/2014,19.4,1.3,18.1,20,5/29/2014,0.20,0.10,0.10,0.350,
LHO,LaSalle Hotel Properties,LHO.1Q14,4800,4890,1Q14,2014/1F,28.0,04/24/2014,-0.1,-0.07,-0.09,-0.02,2.6,4,4/23/2014,4/29/2014,-0.1,0.0,-0.1,5,4/17/2014,-0.03,-0.08,0.05,-0.350,
PSX,Phillips 66,PSX.1Q14,2100,2120,1Q14,2014/1F,307.4,04/30/2014,0.2,1.35,1.47,0.12,-8.0,3,4/29/2014,5/5/2014,0.2,0.4,-0.2,13,4/23/2014,1.55,1.20,0.35,0.350,
WDAY,"Workday, Inc. Class A",WDAY.1Q14,3300,3308,1Q14,2014/1F,163.8,05/28/2014,-8.2,-0.15,-0.13,0.02,4.9,3,5/27/2014,6/2/2014,-8.2,0.6,-8.7,27,5/21/2014,-0.12,-0.18,0.06,0.348,
JOY,Joy Global Inc.,JOY.1Q14,1200,1220,1Q14,2014/2F,57.1,06/05/2014,9.5,0.70,0.76,0.06,-0.4,4,6/4/2014,6/10/2014,9.5,1.3,8.2,20,5/29/2014,0.80,0.64,0.16,0.348,
CRI,"Carter's, Inc.",CRI.1Q14,3500,3525,1Q14,2014/1F,60.3,04/28/2014,-0.1,0.71,0.73,0.02,0.6,1,4/25/2014,5/1/2014,-0.1,1.0,-1.1,11,4/21/2014,0.75,0.68,0.07,0.347,
TEN,Tenneco Inc. Class A,TEN.1Q14,1200,1225,1Q14,2014/1F,34.2,04/28/2014,1.0,0.86,0.91,0.05,1.3,1,4/25/2014,5/1/2014,1.0,1.0,0.0,11,4/21/2014,0.95,0.81,0.14,0.346,
MS,Morgan Stanley,MS.1Q14,4800,4840,1Q14,2014/1F,531.2,04/17/2014,3.8,0.61,0.68,0.07,4.7,4,4/16/2014,4/22/2014,4.4,1.0,3.4,22,4/10/2014,0.76,0.55,0.21,0.345,
YNDX,Yandex NV Class A,YNDX.1Q14,3300,3320,1Q14,2014/1F,135.1,04/24/2014,-9.4,0.24,0.22,-0.02,1.4,4,4/23/2014,4/29/2014,-9.4,0.0,-9.4,4,4/17/2014,0.27,0.21,0.06,-0.344,
ORLY,"O'Reilly Automotive, Inc.",ORLY.1Q14,3500,3540,1Q14,2014/1F,185.1,04/24/2014,1.3,1.58,1.61,0.03,0.6,4,4/23/2014,4/29/2014,1.3,0.0,1.3,21,4/17/2014,1.64,1.55,0.09,0.343,
FCS,"Fairchild Semiconductor International, Inc.",FCS.1Q14,1300,1305,1Q14,2014/1F,17.9,04/17/2014,-3.6,0.03,0.04,0.01,-1.3,4,4/16/2014,4/22/2014,-3.4,1.0,-4.4,13,4/10/2014,0.05,0.02,0.03,0.342,
UPLMQ,Ultra Petroleum Corp.,UPLMQ.1Q14,2100,2105,1Q14,2014/1F,43.2,05/01/2014,0.7,0.70,0.87,0.17,9.6,4,4/30/2014,5/6/2014,0.7,-0.9,1.6,19,4/24/2014,0.84,0.35,0.49,0.342,
SRE,Sempra Energy,SRE.1Q14,4700,4735,1Q14,2014/1F,142.4,05/02/2014,1.7,0.95,1.03,0.08,1.6,5,5/1/2014,5/7/2014,1.7,-0.3,2.0,6,4/25/2014,1.09,0.86,0.23,0.341,
BX,Blackstone Group L.P.,BX.1Q14,4800,4845,1Q14,2014/1F,168.8,04/17/2014,5.1,0.56,0.70,0.14,21.4,4,4/16/2014,4/22/2014,6.6,1.0,5.6,16,4/10/2014,0.83,0.42,0.41,0.341,
BIO,"Bio-Rad Laboratories, Inc. Class A",BIO.1Q14,2300,2325,1Q14,2014/1F,22.5,05/07/2014,-1.0,0.92,0.75,-0.17,-1.1,3,5/6/2014,5/12/2014,-1.0,1.6,-2.6,2,4/30/2014,1.17,0.67,0.50,-0.340,
GM,General Motors Company,GM.1Q14,1400,1405,1Q14,2014/1F,944.9,04/24/2014,-1.2,0.05,0.29,0.24,-0.2,4,4/23/2014,4/29/2014,-1.2,0.0,-1.1,16,4/17/2014,0.55,-0.16,0.71,0.340,
USG,USG Corporation,USG.1Q14,1100,1135,1Q14,2014/1F,59.7,04/24/2014,-6.7,0.19,0.14,-0.05,-2.4,4,4/23/2014,4/29/2014,-6.7,0.0,-6.6,17,4/17/2014,0.29,0.14,0.15,-0.340,
CMO,Capstead Mortgage Corporation,CMO.1Q14,4800,4890,1Q14,2014/1F,10.1,05/01/2014,0.9,0.35,0.37,0.02,0.7,4,4/30/2014,5/6/2014,0.9,-0.9,1.7,7,4/24/2014,0.39,0.32,0.07,0.339,
ABCO,Advisory Board Company,ABCO.1Q14,3200,3205,1Q14,2013/4F,12.2,05/09/2014,-3.9,0.30,0.34,0.04,0.6,5,5/8/2014,5/14/2014,-3.9,0.6,-4.5,13,5/2/2014,0.34,0.22,0.12,0.339,
INTU,Intuit Inc.,INTU.1Q14,3300,3310,1Q14,2014/3F,235.5,05/21/2014,4.3,3.50,3.53,0.03,0.5,3,5/20/2014,5/26/2014,3.6,1.5,2.0,19,5/14/2014,3.56,3.47,0.09,0.338,
GD,General Dynamics Corporation,GD.1Q14,1300,1330,1Q14,2014/1F,431.0,04/23/2014,-0.6,1.64,1.71,0.07,1.9,3,4/22/2014,4/28/2014,-0.6,-0.7,0.1,20,4/16/2014,1.74,1.52,0.22,0.338,
CMP,"Compass Minerals International, Inc.",CMP.1Q14,2200,2210,1Q14,2014/1F,21.0,04/29/2014,9.7,1.42,1.49,0.07,5.9,2,4/28/2014,5/2/2014,9.7,0.7,9.0,7,4/22/2014,1.51,1.31,0.20,0.335,
OMC,Omnicom Group Inc,OMC.1Q14,3200,3210,1Q14,2014/1F,115.5,04/22/2014,-5.0,0.79,0.80,0.01,0.8,2,4/21/2014,4/25/2014,-5.0,-0.5,-4.5,13,4/15/2014,0.81,0.78,0.03,0.335,
TPX,Tempur Sealy International Inc,TPX.1Q14,1400,1420,1Q14,2014/1F,53.3,05/02/2014,4.6,0.51,0.53,0.02,2.7,5,5/1/2014,5/7/2014,4.6,-0.3,4.9,12,4/25/2014,0.55,0.50,0.05,0.333,
CPST,Capstone Turbine Corporation,CPST.1Q14,1200,1235,1Q14,2013/4F,3.2,06/13/2014,-0.6,-0.13,-0.20,-0.07,-4.1,5,6/12/2014,6/18/2014,-0.6,1.4,-2.1,6,6/6/2014,0.00,-0.20,0.20,-0.333,
ZBRA,Zebra Technologies Corporation Class A,ZBRA.1Q14,1300,1345,1Q14,2014/1F,27.3,05/06/2014,2.5,0.90,0.91,0.01,0.0,2,5/5/2014,5/9/2014,2.5,-0.4,2.9,5,4/29/2014,0.91,0.88,0.03,0.333,
PDM,"Piedmont Office Realty Trust, Inc. Class A",PDM.1Q14,4800,4890,1Q14,2014/1F,21.6,05/01/2014,4.2,0.06,0.06,0.00,0.8,4,4/30/2014,5/6/2014,4.2,-0.9,5.1,3,4/24/2014,0.07,0.06,0.01,-0.333,
MIDD,Middleby Corporation,MIDD.1Q14,1200,1210,1Q14,2014/1F,44.5,05/08/2014,-9.0,0.66,0.59,-0.06,2.5,4,5/7/2014,5/13/2014,-9.0,1.0,-10.0,6,5/1/2014,0.78,0.59,0.19,-0.333,
EGN,Energen Corporation,EGN.1Q14,2100,2105,1Q14,2014/1F,53.3,05/01/2014,3.9,1.16,1.05,-0.11,-0.5,4,4/30/2014,5/6/2014,3.9,-0.9,4.8,11,4/24/2014,1.37,1.03,0.34,-0.333,
IVR,Invesco Mortgage Capital Inc.,IVR.1Q14,4800,4890,1Q14,2014/1F,20.0,05/05/2014,0.8,0.49,0.46,-0.03,33.2,1,5/2/2014,5/8/2014,0.8,-0.4,1.2,9,4/28/2014,0.53,0.45,0.08,-0.333,
VLY,Valley National Bancorp,VLY.1Q14,4800,4810,1Q14,2014/1F,13.7,04/24/2014,-7.8,0.14,0.13,-0.01,-2.0,4,4/23/2014,4/29/2014,-7.8,0.0,-7.8,9,4/17/2014,0.14,0.12,0.02,-0.329,
FLS,Flowserve Corporation,FLS.1Q14,1200,1210,1Q14,2014/1F,64.9,04/24/2014,-7.8,0.74,0.78,0.04,-6.6,4,4/23/2014,4/29/2014,-7.8,0.0,-7.8,16,4/17/2014,0.81,0.70,0.11,0.327,
STAR,iStar Inc.,STAR.1Q14,4800,4890,1Q14,2014/1F,8.5,04/29/2014,-0.3,-0.23,-0.31,-0.09,4.9,2,4/28/2014,5/2/2014,-0.3,0.7,-1.0,2,4/22/2014,-0.28,-0.54,0.26,-0.327,
ACIW,"ACI Worldwide, Inc.",ACIW.1Q14,3300,3310,1Q14,2014/1F,21.3,05/01/2014,-5.5,0.03,-0.01,-0.04,-1.9,4,4/30/2014,5/6/2014,-5.5,-0.9,-4.6,4,4/24/2014,0.09,-0.03,0.12,-0.326,
GME,GameStop Corp. Class A,GME.1Q14,3500,3540,1Q14,2014/1F,130.6,05/23/2014,3.5,0.57,0.59,0.02,-1.3,5,5/22/2014,5/28/2014,3.6,0.9,2.7,20,5/16/2014,0.61,0.55,0.06,0.325,
SLM,SLM Corp,SLM.1Q14,4800,4830,1Q14,2014/1F,44.8,04/17/2014,1.1,0.20,0.18,-0.02,17.9,4,4/16/2014,4/22/2014,1.3,1.0,0.3,8,4/10/2014,0.23,0.18,0.05,-0.325,
DUK,Duke Energy Corporation,DUK.1Q14,4700,4705,1Q14,2014/1F,259.7,05/07/2014,-1.8,1.12,1.17,0.05,3.4,3,5/6/2014,5/12/2014,-1.8,1.6,-3.4,9,4/30/2014,1.22,1.06,0.16,0.324,
GIS,"General Mills, Inc.",GIS.1Q14,2400,2405,1Q14,2013/3F,180.5,03/19/2014,0.0,0.64,0.62,-0.02,-0.6,3,3/18/2014,3/24/2014,0.0,-0.9,0.9,1,3/12/2014,0.71,0.66,0.05,-0.324,
VSI,"Vitamin Shoppe, Inc.",VSI.1Q14,3500,3510,1Q14,2014/1F,18.2,05/07/2014,-1.8,0.68,0.70,0.02,1.7,3,5/6/2014,5/12/2014,-1.8,1.6,-3.4,15,4/30/2014,0.70,0.65,0.05,0.324,
ZLC,Zale Corporation,ZLC.1Q14,3500,3540,1Q14,2014/3F,37.6,05/20/2014,-3.5,0.17,0.19,0.02,-2.0,2,5/19/2014,5/23/2014,-3.5,0.8,-4.3,5,5/13/2014,0.20,0.15,0.05,0.323,
EWBC,"East West Bancorp, Inc.",EWBC.1Q14,4800,4810,1Q14,2014/1F,32.8,04/17/2014,4.1,0.51,0.54,0.03,3.0,4,4/16/2014,4/22/2014,3.9,1.0,2.9,14,4/10/2014,0.56,0.48,0.08,0.323,
CNC,Centene Corporation,CNC.1Q14,3350,3355,1Q14,2014/1F,78.5,04/22/2014,16.1,0.10,0.14,0.04,6.7,2,4/21/2014,4/25/2014,16.1,-0.5,16.6,18,4/15/2014,0.15,0.04,0.12,0.322,
THOR.1,Thoratec Corporation,THOR.1.1Q14,2300,2325,1Q14,2014/1F,26.6,05/07/2014,-1.4,0.39,0.41,0.02,2.5,3,5/6/2014,5/12/2014,-1.4,1.6,-3.0,15,4/30/2014,0.42,0.37,0.05,0.322,
RNR,RenaissanceRe Holdings Ltd.,RNR.1Q14,4800,4855,1Q14,2014/1F,89.2,04/30/2014,-0.4,2.89,3.20,0.31,13.3,3,4/29/2014,5/5/2014,-0.4,0.4,-0.8,16,4/23/2014,3.35,2.38,0.97,0.321,
RTN,Raytheon Company,RTN.1Q14,1300,1330,1Q14,2014/1F,307.6,04/24/2014,-4.3,1.76,1.87,0.11,0.2,4,4/23/2014,4/29/2014,-4.3,0.0,-4.3,21,4/17/2014,1.88,1.53,0.35,0.321,
CMI,Cummins Inc.,CMI.1Q14,1200,1220,1Q14,2014/1F,224.3,04/29/2014,3.9,1.67,1.83,0.16,5.5,2,4/28/2014,5/2/2014,3.9,0.7,3.2,23,4/22/2014,2.04,1.55,0.49,0.321,
PBH,Prestige Consumer Healthcare Inc,PBH.1Q14,2300,2310,1Q14,2013/4F,18.4,05/15/2014,0.4,0.33,0.35,0.02,-4.5,4,5/14/2014,5/20/2014,0.4,-0.8,1.2,5,5/8/2014,0.36,0.31,0.05,0.320,
AIZ,"Assurant, Inc.",AIZ.1Q14,4800,4875,1Q14,2014/1F,55.8,04/24/2014,0.1,1.54,1.68,0.14,2.2,4,4/23/2014,4/29/2014,0.1,0.0,0.1,10,4/17/2014,1.85,1.41,0.44,0.319,
TRAK,"Dealertrack Technologies, Inc.",TRAK.1Q14,3300,3320,1Q14,2014/1F,20.0,05/13/2014,-9.3,0.28,0.23,-0.05,0.5,2,5/12/2014,5/16/2014,-9.3,-1.1,-8.2,9,5/6/2014,0.37,0.21,0.16,-0.318,
SNI,"Scripps Networks Interactive, Inc. Class A",SNI.1Q14,3400,3430,1Q14,2014/1F,67.3,05/08/2014,0.9,0.82,0.87,0.05,-0.3,4,5/7/2014,5/13/2014,0.9,1.0,-0.1,19,5/1/2014,0.93,0.77,0.16,0.317,
THS,"TreeHouse Foods, Inc.",THS.1Q14,2400,2405,1Q14,2014/1F,15.7,05/08/2014,-3.1,0.79,0.80,0.01,0.2,4,5/7/2014,5/13/2014,-3.1,1.0,-4.1,15,5/1/2014,0.81,0.78,0.03,0.317,
